기준연월,지역명,검색량(건)
202108,경상북도 성주군 ,704
202109,경상북도 성주군 ,811
202110,경상북도 성주군 ,834
202111,경상북도 성주군 ,880
202112,경상북도 성주군 ,191
202201,경상북도 성주군 ,111
202202,경상북도 성주군 ,146
202203,경상북도 성주군 ,128
202204,경상북도 성주군 ,199
202205,경상북도 성주군 ,397
202206,경상북도 성주군 ,406
202207,경상북도 성주군 ,257
