순위,관광지명,주소,분류,외지인 검색 수
1,옥연지송해공원,대구 달성군,도시공원,84523
2,리조트스파밸리네이처파크,대구 달성군 가창로 891-0,테마공원,29926
3,화원유원지,대구 달성군 사문진로1길 40-14,복합관광시설,24613
4,국립대구과학관,대구 달성군 테크노대로6길 20-0,전시시설,22385
5,디아크,대구 달성군 강정본길 57-0,전시시설,19898
6,비슬산자연휴양림,대구 달성군 일연선사길 99-0,자연공원,18039
7,스파밸리휴업중,대구 달성군 가창로 891-0,웰니스관광,10161
8,현풍백년도깨비시장,대구 달성군 비슬로130길 53-1,시장,9457
9,냉천CC,대구 달성군 가창로 1037-9,육상레저스포츠,8702
10,사문진주막촌,대구 달성군 사문진로1길 40-20,기타관광,8356
11,용연사,대구 달성군 용연사길 260-0,종교성지,7853
12,도동서원,대구 달성군 도동서원로 1-0,역사유적지,7829
13,유가사,대구 달성군 유가사길 161-0,종교성지,6784
14,남평문씨본리세거지,대구 달성군 인흥3길 16-0,역사유적지,6443
15,달성습지생태학습관,대구 달성군 구라1길 88-0,전시시설,6318
16,롯데시네마대구현풍,대구 달성군 테크노상업로 62-0,공연시설,5855
17,호텔아젤리아,대구 달성군 일연선사길 10-0,호텔,5614
18,달창저수지,대구 달성군,자연경관(하천/해양),5192
19,가창체육공원,대구 달성군 가창로 604-0,도시공원,5034
20,강정보게스트하우스,대구 달성군 대실역남로4길 30-22,호스텔,4818
21,네이처파크미라클크리스마스,대구 달성군 가창로 891-0,기타문화관광지,4652
22,화원자연휴양림,대구 달성군 화원휴양림길 126-0,자연공원,4603
23,비슬산군립공원,대구 달성군,자연공원,4572
24,다사체육공원,대구 달성군 다사로 441-0,도시공원,4164
25,렛츠런CCC대구지점,대구 달성군 가창로175길 6-0,육상레저스포츠,4110
26,화원명곡체육공원,대구 달성군,도시공원,3597
27,달성보전망대,대구 달성군,랜드마크관광,3459
28,홍시모텔,대구 달성군 현풍중앙로26길 10-0,모텔,3219
29,화원전통시장,대구 달성군 비슬로512길 66-0,시장,3073
30,달성하목정,대구 달성군 하목정길 56-10,역사유적지,2735
31,낙동강레포츠밸리,대구 달성군 구지서로 199-0,캠핑,2695
32,호텔더디종,대구 달성군 테크노공원로 31-0,호텔,2570
33,달성노을공원,대구 달성군,도시공원,2541
34,도성암,대구 달성군 도성길 180-0,종교성지,2540
35,호텔노블,대구 달성군 테크노공원로 13-0,모텔,2334
36,육신사,대구 달성군 육신사길 64-0,역사유적지,2244
37,대견사,대구 달성군 일연선사길 177-0,종교성지,2219
38,동제미술전시관,대구 달성군 헐티로10길 18-0,전시시설,2039
39,테크노폴리스중앙공원,대구 달성군 테크노공원로 60-0,도시공원,2036
40,남지장사,대구 달성군 남지장사길 95-0,종교성지,1936
41,칸호텔,대구 달성군 달성2차동1로 141-0,호텔,1855
42,방천구장,대구 달성군,레저스포츠시설,1686
43,최정산,대구 달성군,자연경관(산),1665
44,호텔리움,대구 달성군 비슬로 2312-6,모텔,1645
45,엘레강스,대구 달성군 현풍동로 196-0,모텔,1638
46,서재파크골프장,대구 달성군,육상레저스포츠,1637
47,파크골프현풍원오교구장,대구 달성군,육상레저스포츠,1536
48,비슬산참꽃문화제,대구 달성군 일연선사길 99-0,기타문화관광지,1513
49,광덕사,대구 달성군 헐티로 1190-0,종교성지,1451
50,히든모텔,대구 달성군 비슬로64길 22-0,모텔,1437
51,한훤당고택bysoga,대구 달성군 지동1길 43-0,기타숙박,1402
52,달창지벚꽃길,대구 달성군 달창로26길 0-0,기타관광,1384
53,효진파크,대구 달성군 원전길 150-0,레저스포츠시설,1373
54,대구숲,대구 달성군 가창로 1003-0,도시공원,1355
55,세천늪근린공원,대구 달성군,도시공원,1323
56,샘프리그야구장,대구 달성군,레저스포츠시설,1294
57,달성강변야구장,대구 달성군,레저스포츠시설,1273
58,논공꽃단지,대구 달성군,기타관광,1172
59,이팝나무군락지,대구 달성군,기타관광,1125
60,지프모텔,대구 달성군 비슬로 2701-0,모텔,1116
