연령대,남성방문 비율,여성방문 비율
70세 이상,4.8,2.8
60~69세,13.0,8.0
50~59세,13.0,9.7
40~49세,12.1,7.2
30~39세,8.2,7.0
20~29세,4.4,3.8
10~19세,2.1,2.0
