연령대,남성방문 비율,여성방문 비율
70세 이상,2.8,3.1
60~69세,8.0,6.6
50~59세,11.7,8.7
40~49세,12.0,8.2
30~39세,9.3,8.4
20~29세,9.2,5.1
10~19세,3.0,2.3
