기준연월,지역명,방문자 수
202108,경상북도 포항시 북구 ,2486726.0
202110,경상북도 포항시 북구 ,2472956.0
202109,경상북도 포항시 북구 ,2481670.0
202111,경상북도 포항시 북구 ,2311822.0
202112,경상북도 포항시 북구 ,2219782.0
202201,경상북도 포항시 북구 ,2535613.0
202202,경상북도 포항시 북구 ,2025930.0
202203,경상북도 포항시 북구 ,2131052.0
202204,경상북도 포항시 북구 ,2214251.0
202205,경상북도 포항시 북구 ,2532213.0
202206,경상북도 포항시 북구 ,2482484.0
202207,경상북도 포항시 북구 ,3205524.0
