순위,업소명,주소,분류,현지인 검색 수
1,러블랑,경북 포항시 북구 동해대로 3310-0,카페/찻집,4988
2,스타벅스포항장성DT점,경북 포항시 북구 새천년대로 1255-0,카페/찻집,3906
3,맥도날드포항장성DT점,경북 포항시 북구 새천년대로 1261-0,간이음식,3549
4,포항산림조합숲마을카페,경북 포항시 북구 새마을로 331-6,카페/찻집,3340
5,헤이안,경북 포항시 북구 해안로 219-0,카페/찻집,3313
6,SUBWAY포항남부DT점,경북 포항시 북구 새천년대로 526-0,간이음식,3175
7,스타벅스포항죽도DT점,경북 포항시 북구 새천년대로 486-0,카페/찻집,2797
8,어레인지먼트,경북 포항시 북구 해안로 1804-0,카페/찻집,2603
9,환여횟집,경북 포항시 북구 해안로 189-1,외국식,2523
10,맥도날드포항북부DT점,경북 포항시 북구 해안로 85-0,간이음식,2367
11,홍익돈까스포항점,경북 포항시 북구 장량로190번길 23-0,외국식,2301
12,수가성,경북 포항시 북구 상대로 33-0,한식,2181
13,버거킹포항법원SK점,경북 포항시 북구 신덕로 257-0,간이음식,2055
14,바다원해,경북 포항시 북구 해안로 397-0,외국식,2048
15,스타벅스포항양덕점,경북 포항시 북구 장량로 162-0,카페/찻집,2033
16,청하시장식육식당,경북 포항시 북구 청하로200번길 10-1,한식,2009
17,반송정국시,경북 포항시 북구 해안로 2796-0,한식,1895
18,올리앤포항점,경북 포항시 북구 창흥로 89-0,외국식,1876
19,곤지곤지장성점 [한식],경북 포항시 북구 장량로 17-0,한식,1668
20,냉수면옥,경북 포항시 북구 비학로 397-0,한식,1618
21,마라도회식당,경북 포항시 북구 해안로 217-1,외국식,1611
22,두낫디스터브포항칠포점,경북 포항시 북구 해안로 1572-0,카페/찻집,1532
23,목구멍포항점,경북 포항시 북구 장량로32번길 65-0,한식,1435
24,부산가야밀면,경북 포항시 북구 달전로 36-2,한식,1431
25,버거킹포항두호DT점,경북 포항시 북구 두호로 39-0,간이음식,1414
26,수가성장성점,경북 포항시 북구 법원로20번길 6-0,한식,1408
27,불미골오리,경북 포항시 북구 침촌마을길 171-0,외국식,1380
28,애플리,경북 포항시 북구 기북로 579-13,카페/찻집,1379
29,피즈,경북 포항시 북구 새천년대로1173번길 15-55,외국식,1315
