연령대,남성방문 비율,여성방문 비율
70세 이상,3.0,2.6
60~69세,10.2,7.3
50~59세,11.8,12.4
40~49세,9.9,8.1
30~39세,8.7,7.1
20~29세,6.7,7.6
10~19세,2.0,1.8
