순위,관광지명,주소,분류
1,신세계백화점/광주점,광주 서구 무진대로 932-0,쇼핑
2,이마트/광주점,광주 서구 죽봉대로 61-0,쇼핑
3,롯데마트/월드컵점,광주 서구 금화로 240-0,쇼핑
4,세정아울렛,광주 서구 상무대로 773-0,쇼핑
5,광주양동시장,광주 서구 천변좌로 238-0,쇼핑
6,롯데아울렛/광주월드컵점,광주 서구 금화로 240-0,쇼핑
7,서부농수산물도매시장,광주 서구 매월2로 16-0,쇼핑
8,롯데마트맥스/상무점,광주 서구 시청로 40-0,쇼핑
9,광주아울렛,광주 서구 상무대로 627-0,쇼핑
10,금호월드,광주 서구 군분2로 54-0,쇼핑
11,김대중컨벤션센터,광주 서구 상무누리로 30-0,문화시설
12,롯데마트/상무점,광주 서구 시청로 40-0,쇼핑
13,운천저수지,광주 서구,자연관광지
14,다이소/광주상무점,광주 서구 상무시민로 75-0,쇼핑
15,염주종합체육관,광주 서구 금화로 278-0,기타관광지
16,상무시민공원,광주 서구 상무자유로 59-0,자연관광지
17,CGV/광주상무,광주 서구 시청로 67-0,공연/행사
18,풍암호수공원,광주 서구 회재로 973-0,자연관광지
19,다담식자재마트/화정점,광주 서구 화운로 19-0,쇼핑
20,서구문화센터,광주 서구 마재로 3-0,문화시설
21,리오건축자재공구백화점,광주 서구 하남대로550번길 19-34,쇼핑
22,메가박스/광주상무본관,광주 서구 시청로60번길 21-6,공연/행사
23,5.18기념공원,광주 서구 상무민주로 61-0,자연관광지
24,광주월드컵경기장,광주 서구 금화로 240-0,기타관광지
25,삼성전자서비스/상무휴대폰센터,광주 서구 상무대로 732-0,쇼핑
26,롯데슈퍼/풍암점,광주 서구 풍암2로 2-0,쇼핑
27,염주실내수영장,광주 서구 금화로 278-0,기타관광지
28,518기념문화센터,광주 서구 내방로 152-0,문화시설
29,교보문고/광주상무센터,광주 서구 상무중앙로 58-0,쇼핑
30,신세계백화점/광주점신관,광주 서구 죽봉대로 61-0,쇼핑
