순위,업소명,주소,분류,합산 검색 수
1,삼청동수제비본점,서울 종로구 삼청로 101-1,한식,38278
2,토속촌삼계탕,서울 종로구 자하문로5길 5-0,한식,34248
3,더숲초소책방,서울 종로구 인왕산로 172-0,카페/찻집,26436
4,런던베이글뮤지엄,서울 종로구 북촌로4길 20-0,간이음식,16903
5,자하손만두,서울 종로구 백석동길 12-0,한식,15527
6,산모퉁이,서울 종로구 백석동길 153-0,카페/찻집,13801
7,아델라베일리,서울 종로구 북악산로 48-0,외국식,13549
8,북악정,서울 종로구 평창36길 6-0,한식,12889
9,더피아노,서울 종로구 평창6길 71-0,카페/찻집,11152
10,스타벅스스페이스본점,서울 종로구 사직로8길 4-0,카페/찻집,11073
11,카페노티드안국,서울 종로구 북촌로 6-3,카페/찻집,10973
12,대성집,서울 종로구 사직로 5-0,한식,10897
13,스태픽스,서울 종로구 사직로9길 22-0,카페/찻집,10422
14,황생가칼국수,서울 종로구 북촌로5길 78-0,한식,10295
15,진옥화할매원조닭한마리본점,서울 종로구 종로40가길 18-0,한식,9379
16,테르트르,서울 종로구 낙산5길 46-0,카페/찻집,8205
17,광화문미진본점,서울 종로구 종로 19-0,한식,8111
18,청진옥본점,서울 종로구 종로3길 32-0,한식,7616
19,몽중헌안국점,서울 종로구 북촌로 31-22,외국식,7602
20,깃대봉냉면,서울 종로구 지봉로12길 3-0,한식,7478
21,혜화칼국수,서울 종로구 창경궁로35길 13-0,한식,7203
22,석파랑[한식],서울 종로구 자하문로 309-0,한식,7110
23,이문설농탕,서울 종로구 우정국로 38-13,한식,5999
24,하림각[중식],서울 종로구 자하문로 255-0,외국식,5982
25,나누미떡볶이성대본점,서울 종로구 성균관로 9-1,간이음식,5918
26,진진수라광화문점 [한식],서울 종로구 종로5길 7-0,한식,5808
27,경복궁관훈점,서울 종로구 인사동5길 38-0,한식,5523
28,몽핀,서울 종로구 자하문로 307-0,간이음식,5405
29,낙산냉면,서울 종로구 지봉로5길 8-0,한식,5366
30,온천집,서울 종로구 돈화문로11나길 31-8,한식,5214
31,블루보틀삼청카페,서울 종로구 북촌로5길 76-0,카페/찻집,5200
32,쉐이크쉑종각점,서울 종로구 종로 33-0,간이음식,4996
33,효자베이커리,서울 종로구 필운대로 54-0,간이음식,4882
34,어니언안국점,서울 종로구 계동길 5-0,카페/찻집,4867
35,스코프부암점,서울 종로구 창의문로 149-0,카페/찻집,4629
36,마이클바이해비치,서울 종로구 우정국로 26-0,외국식,4611
37,송추가마골인어반광화문점,서울 종로구 새문안로5길 31-0,한식,4559
38,스타벅스종로평창동점,서울 종로구 평창12길 3-0,카페/찻집,4521
39,도이창커피부암동점,서울 종로구 창의문로11길 10-0,카페/찻집,4490
40,소금집델리안국점,서울 종로구 북촌로4길 19-0,간이음식,4376
41,서린낙지,서울 종로구 종로 19-0,외국식,4285
42,스미스가좋아하는한옥,서울 종로구 삼청로 22-7,외국식,4187
43,장모님해장국,서울 종로구 진흥로 421-0,한식,4135
44,아키비스트,서울 종로구 효자로13길 52-0,카페/찻집,4128
45,테라로사광화문지점,서울 종로구 종로1길 50-0,카페/찻집,4086
46,애슐리퀸즈종각역점,서울 종로구 종로 51-0,외국식,4062
47,클럽에스프레소,서울 종로구 창의문로 132-0,카페/찻집,4037
48,모도우광화문점,서울 종로구 율곡로 6-0,한식,3960
49,평창동의봄[한식],서울 종로구 평창20길 41-0,한식,3917
50,대평갈비,서울 종로구 평창문화로 83-0,한식,3913
51,슬로우파크,서울 종로구 삼청로 141-0,카페/찻집,3826
52,강촌쌈밥평창점,서울 종로구 평창30길 9-0,한식,3704
53,청수당,서울 종로구 돈화문로11나길 31-9,카페/찻집,3674
54,한일관광화문점,서울 종로구 종로1길 50-0,한식,3512
55,소소한풍경[한식],서울 종로구 자하문로40길 75-0,한식,3464
56,JW메리어트동대문더라운지,서울 종로구 청계천로 279-0,카페/찻집,3420
57,서울서둘째로잘하는집,서울 종로구 삼청로 122-1,카페/찻집,3345
58,핏제리아오,서울 종로구 동숭길 86-0,간이음식,3344
59,메이탄종로점 [중식],서울 종로구 경교장1길 17-0,외국식,3211
60,ground62,서울 종로구 평창길 62-0,카페/찻집,3121
61,스타벅스적선점,서울 종로구 새문안로5길 55-0,카페/찻집,3089
62,다운타우너안국,서울 종로구 북촌로 6-4,간이음식,3055
63,익선동카페거리,서울 종로구,기타음식,3009
64,암소서울,서울 종로구 새문안로 76-0,한식,2975
65,하이디라오대학로점,서울 종로구 대학로 146-0,외국식,2956
66,디마떼오대학로점,서울 종로구 동숭길 29-0,간이음식,2926
67,라그릴리아광화문점,서울 종로구 청계천로 11-0,외국식,2917
68,이엔갤러리,서울 종로구 평창길 224-0,카페/찻집,2872
69,싸리집,서울 종로구 진흥로 463-0,한식,2815
70,백제정육점,서울 종로구 종로35길 34-0,한식,2739
71,아우어베이커리광화문디팰리스점,서울 종로구 새문안로2길 10-0,간이음식,2711
72,개뿔,서울 종로구 낙산성곽서1길 26-0,카페/찻집,2645
73,덕후선생광화문D타워점,서울 종로구 종로3길 17-0,외국식,2640
