순위,업소명,주소,분류,외지인 검색 수
1,삼청동수제비본점,서울 종로구 삼청로 101-1,한식,36462
2,토속촌삼계탕,서울 종로구 자하문로5길 5-0,한식,32656
3,더숲초소책방,서울 종로구 인왕산로 172-0,카페/찻집,24876
4,런던베이글뮤지엄,서울 종로구 북촌로4길 20-0,간이음식,16319
5,자하손만두,서울 종로구 백석동길 12-0,한식,14611
6,산모퉁이,서울 종로구 백석동길 153-0,카페/찻집,12936
7,아델라베일리,서울 종로구 북악산로 48-0,외국식,12576
8,북악정,서울 종로구 평창36길 6-0,한식,11058
9,카페노티드안국,서울 종로구 북촌로 6-3,카페/찻집,10560
10,더피아노,서울 종로구 평창6길 71-0,카페/찻집,10471
11,대성집,서울 종로구 사직로 5-0,한식,10414
12,스태픽스,서울 종로구 사직로9길 22-0,카페/찻집,9930
13,황생가칼국수,서울 종로구 북촌로5길 78-0,한식,9811
14,스타벅스스페이스본점,서울 종로구 사직로8길 4-0,카페/찻집,9547
15,진옥화할매원조닭한마리본점,서울 종로구 종로40가길 18-0,한식,9117
16,광화문미진본점,서울 종로구 종로 19-0,한식,7773
17,테르트르,서울 종로구 낙산5길 46-0,카페/찻집,7747
18,청진옥본점,서울 종로구 종로3길 32-0,한식,7258
19,몽중헌안국점,서울 종로구 북촌로 31-22,외국식,7095
20,혜화칼국수,서울 종로구 창경궁로35길 13-0,한식,6785
21,깃대봉냉면,서울 종로구 지봉로12길 3-0,한식,6672
22,석파랑[한식],서울 종로구 자하문로 309-0,한식,6396
23,이문설농탕,서울 종로구 우정국로 38-13,한식,5710
24,나누미떡볶이성대본점,서울 종로구 성균관로 9-1,간이음식,5649
25,진진수라광화문점 [한식],서울 종로구 종로5길 7-0,한식,5567
26,경복궁관훈점,서울 종로구 인사동5길 38-0,한식,5117
27,낙산냉면,서울 종로구 지봉로5길 8-0,한식,5107
28,온천집,서울 종로구 돈화문로11나길 31-8,한식,5057
29,블루보틀삼청카페,서울 종로구 북촌로5길 76-0,카페/찻집,5011
30,몽핀,서울 종로구 자하문로 307-0,간이음식,4856
31,하림각[중식],서울 종로구 자하문로 255-0,외국식,4742
32,쉐이크쉑종각점,서울 종로구 종로 33-0,간이음식,4631
33,어니언안국점,서울 종로구 계동길 5-0,카페/찻집,4612
34,스코프부암점,서울 종로구 창의문로 149-0,카페/찻집,4465
35,마이클바이해비치,서울 종로구 우정국로 26-0,외국식,4235
