연령대,남성방문 비율,여성방문 비율
70세 이상,1.7,1.2
60~69세,10.8,2.6
50~59세,23.7,4.6
40~49세,17.5,2.8
30~39세,16.0,2.4
20~29세,12.3,2.3
10~19세,1.0,0.7
