연령대,남성방문 비율,여성방문 비율
70세 이상,7.0,6.5
60~69세,11.1,7.8
50~59세,15.8,10.9
40~49세,11.6,6.2
30~39세,5.1,3.2
20~29세,5.5,2.2
10~19세,4.2,2.1
