연령대,남성방문 비율,여성방문 비율
70세 이상,3.1,2.8
60~69세,8.8,5.9
50~59세,10.6,8.9
40~49세,8.6,6.0
30~39세,8.9,5.1
20~29세,17.4,4.4
10~19세,5.5,3.2
