연령대,남성방문 비율,여성방문 비율
70세 이상,3.7,3.8
60~69세,9.8,8.4
50~59세,11.5,12.2
40~49세,9.5,7.5
30~39세,8.1,8.0
20~29세,6.7,4.2
10~19세,2.5,2.3
