연령대,남성방문 비율,여성방문 비율
70세 이상,6.9,4.3
60~69세,18.8,8.5
50~59세,17.9,9.2
40~49세,10.1,4.8
30~39세,4.2,3.8
20~29세,2.8,3.9
10~19세,2.2,1.2
