연령대,남성방문 비율,여성방문 비율
70세 이상,8.7,3.5
60~69세,12.5,12.3
50~59세,15.0,10.6
40~49세,6.8,5.9
30~39세,5.9,5.1
20~29세,5.8,4.4
10~19세,1.5,1.4
