순위,업소명,주소,분류,합산 검색 수
1,더대청호카페,충북 청주시 상당구 대청호반로 786-25,카페/찻집,17930
2,마중한정식[한식],충북 청주시 상당구 대청호반로 845-5,한식,16075
3,데어데어베이커리카페,충북 청주시 상당구 무심동로 72-0,간이음식,13310
4,부부농장문의시내점,충북 청주시 상당구 대청호반로 834-1,한식,13307
5,에클로그,충북 청주시 상당구 효덕길 26-84,카페/찻집,10395
6,엔트라포레,충북 청주시 상당구 가좌신송로 190-53,카페/찻집,10351
7,오지,충북 청주시 상당구 수암로36번길 13-0,카페/찻집,9475
8,일일일락,충북 청주시 상당구 추정2길 13-2,카페/찻집,9409
9,스타벅스청주용암DT점,충북 청주시 상당구 1순환로 1243-0,카페/찻집,9378
10,듀레베이커리청주점,충북 청주시 상당구 명암로 32-0,간이음식,9159
11,맥도날드청주금천DT점,충북 청주시 상당구 중고개로 281-0,간이음식,8584
12,스타벅스청주용담DT점,충북 청주시 상당구 산성로 129-0,카페/찻집,7252
13,아우트로커피,충북 청주시 상당구 산성로 676-0,카페/찻집,6988
14,가덕한우식당,충북 청주시 상당구 단재로 940-0,한식,6518
15,길성이본점,충북 청주시 상당구 이정골로 13-0,한식,5793
16,봉용불고기용암점,충북 청주시 상당구 용암북로 130-1,한식,5583
17,컨트리하우스,충북 청주시 상당구 목련로214번길 40-0,간이음식,5469
18,투썸플레이스청주동남점,충북 청주시 상당구 중고개로125번길 19-0,카페/찻집,5121
19,풀문,충북 청주시 상당구 수암로36번길 21-4,카페/찻집,5028
20,홍익돈까스청주용암점,충북 청주시 상당구 단재로 182-0,외국식,4257
21,남일순대,충북 청주시 상당구 효촌송정1길 5-10,한식,4116
22,상당집,충북 청주시 상당구 성내로118번길 1-0,한식,3861
23,카페레체,충북 청주시 상당구 수동로5번길 32-0,카페/찻집,3741
24,황할머니갈비찌개,충북 청주시 상당구 남사로140번길 30-0,한식,3507
25,지오카페,충북 청주시 상당구 산성로 643-0,카페/찻집,3235
26,인더키친명암점,충북 청주시 상당구 명암로 30-0,외국식,3223
27,나루터가마솥소머리곰탕,충북 청주시 상당구 미천고은로 73-0,한식,3200
28,쫄쫄호떡,충북 청주시 상당구 상당로55번길 40-1,간이음식,3164
29,동굴옆에,충북 청주시 상당구 청남대길 35-0,카페/찻집,3162
30,경주집버섯찌개,충북 청주시 상당구 남사로93번길 21-0,한식,3085
31,고화갈비살청주직영점,충북 청주시 상당구 단재로 557-0,한식,3053
32,휘게문고,충북 청주시 상당구 상당로 66-0,카페/찻집,2948
33,고추만두국집,충북 청주시 상당구 사직대로350번길 61-0,한식,2893
34,어반트리,충북 청주시 상당구 단재로 858-0,한식,2835
35,남주동해장국,충북 청주시 상당구 무심동로304번길 10-0,한식,2819
36,성남집,충북 청주시 상당구 상장인차로 25-0,한식,2773
37,오장동흥남집청주점,충북 청주시 상당구 단재로 721-0,한식,2765
38,여울목[한식],충북 청주시 상당구 호미로 224-0,한식,2716
39,황미방앗간,충북 청주시 상당구 1순환로1480번길 11-12,한식,2676
40,프레이밍,충북 청주시 상당구 목련로 838-9,카페/찻집,2665
41,진주냉면이설옥,충북 청주시 상당구 1순환로1514번길 55-0,한식,2664
42,38.5DOG,충북 청주시 상당구 미천고은로 398-0,카페/찻집,2657
43,대청댐가는길에,충북 청주시 상당구 중고개로125번길 15-0,한식,2608
44,우암산호랭이,충북 청주시 상당구 중앙로 5-7,외국식,2526
45,옹골찬밥상게르부아,충북 청주시 상당구 효촌송암1길 43-0,한식,2519
46,닭마을[한식],충북 청주시 상당구 가덕시동길 10-0,한식,2516
