유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
광주광역시 , 전라남도,59.6,1
전라북도 , 전라남도,16.6,1
경상남도 , 전라남도,10.6,1
충청남도 , 전라남도,3.9,1
경기도 , 전라남도,2.8,1
부산광역시 , 전라남도,1.4,1
서울특별시 , 전라남도,1.1,1
대전광역시 , 전라남도,1.0,1
대구광역시 , 전라남도,0.8,1
충청북도 , 전라남도,0.6,1
경상북도 , 전라남도,0.6,1
인천광역시 , 전라남도,0.3,1
울산광역시 , 전라남도,0.3,1
세종특별자치시 , 전라남도,0.3,1
강원도 , 전라남도,0.1,1
제주특별자치도 , 전라남도,0.0,1
 전라남도,광주광역시,63.5,2
 전라남도,전라북도,16.6,2
 전라남도,경상남도,12.8,2
 전라남도,부산광역시,1.7,2
 전라남도,충청남도,1.4,2
 전라남도,경기도,1.0,2
 전라남도,대전광역시,0.7,2
 전라남도,경상북도,0.5,2
 전라남도,서울특별시,0.5,2
 전라남도,대구광역시,0.3,2
 전라남도,충청북도,0.3,2
 전라남도,울산광역시,0.2,2
 전라남도,인천광역시,0.2,2
 전라남도,세종특별자치시,0.1,2
 전라남도,강원도,0.1,2
 전라남도,제주특별자치도,0.1,2
