순위,관광지명,주소,분류,외지인 검색 수
1,쏠비치진도,전남 진도군 송군길 30-40,콘도미니엄,147313
2,죽녹원,전남 담양군 죽녹원로 119-0,자연공원,143034
3,오동도,전남 여수시 오동도로 222-0,자연경관(하천/해양),116195
4,순천만국가정원,전남 순천시 국가정원1호길 47-0,기타관광,109361
5,완도항여객선터미널,전남 완도군 장보고대로 339-0,교통시설,107470
6,여수해상케이블카놀아정류장,전남 여수시 돌산로 3600-1,기타관광,105760
7,향일암,전남 여수시 향일암로 1-0,종교성지,98525
8,아쿠아플라넷여수,전남 여수시 오동도로 61-11,테마공원,90325
9,목포해상케이블카북항승강장,전남 목포시 해양대학로 240-0,기타관광,83402
10,이순신광장,전남 여수시,도시공원,78709
11,소노캄여수,전남 여수시 오동도로 111-0,호텔,72093
12,여수공항,전남 여수시 여순로 386-0,교통시설,71533
13,화엄사,전남 구례군 화엄사로 539-0,종교성지,69902
14,영광백수해안도로,전남 영광군,데이트코스,68517
15,여수예술랜드,전남 여수시 무술목길 142-1,기타레저스포츠,68414
16,LF스퀘어광양점,전남 광양시 순광로 466-0,쇼핑몰,64950
17,순천만습지,전남 순천시 순천만길 513-25,기타관광,61831
18,목포연안여객선터미널,전남 목포시 해안로 182-0,교통시설,61823
19,녹동항,전남 고흥군 비봉로 159-0,자연경관(하천/해양),58159
20,섬진강기차마을,전남 곡성군 기차마을로 232-0,기타관광,54073
21,백양사,전남 장성군 백양로 1239-0,종교성지,52266
22,메타프로방스,전남 담양군 메타프로방스1길 17-0,복합관광시설,51224
23,여수라마다프라자호텔,전남 여수시 강남로 11-0,호텔,51097
24,만성리검은모래해변,전남 여수시,자연경관(하천/해양),50512
25,평화광장,전남 목포시 평화로 64-0,도시공원,50198
26,아르떼뮤지엄여수,전남 여수시 박람회길 1-0,전시시설,48283
27,베네치아호텔앤리조트여수,전남 여수시 오동도로 61-13,호텔,48062
28,낙안읍성민속마을,전남 순천시 충민길 30-0,역사유적지,44805
29,유탑마리나호텔&리조트,전남 여수시 오동도로 61-15,호텔,43775
30,율포해수욕장,전남 보성군 우암길 24-0,자연경관(하천/해양),43696
31,유월드루지테마파크,전남 여수시 안심산길 155-0,테마공원,42443
32,메타세쿼이아가로수길,전남 담양군,기타관광,41847
33,라테라스리조트&스파,전남 여수시 진모1길 29-12,콘도미니엄,41207
34,목포항국제여객터미널,전남 목포시 해안로148번길 14-0,교통시설,37620
35,돌머리해변,전남 함평군,자연경관(하천/해양),36961
