동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
70,747,기타가족,가족_가정_엄마,자연경관,바다_공원_전망대,충렬사
24,658,부모님,부모님_아빠_어머니,미식,쑥_딸기_라면,충렬사
16,91,자녀,청소년_아들_학생,문화예술,광장_박물관_전시관,충렬사
4,26,친구,친구,레포츠/운동,수영장_캠핑_스키,충렬사
4,26,배우자,남편_아내,역사유적,유적지_다리_정자,충렬사
2,4,회사동료,직원,휴식/힐링,벚꽃여행,충렬사
2,2,싱글,혼자,체험,역사체험,충렬사
1,1,학생,초등학생,반려동물,애견,충렬사
