연령대,남성방문 비율,여성방문 비율
70세 이상,7.4,6.4
60~69세,13.8,6.9
50~59세,14.1,10.3
40~49세,9.1,5.3
30~39세,6.5,4.1
20~29세,4.1,2.4
10~19세,4.4,4.7
