연령대,남성방문 비율,여성방문 비율
70세 이상,2.9,2.2
60~69세,10.0,8.4
50~59세,12.9,14.0
40~49세,10.2,9.3
30~39세,7.8,7.9
20~29세,4.8,4.3
10~19세,1.9,1.9
