연령대,남성방문 비율,여성방문 비율
70세 이상,3.5,3.1
60~69세,9.1,7.0
50~59세,12.1,10.7
40~49세,9.1,7.5
30~39세,6.8,5.8
20~29세,7.8,7.6
10~19세,5.9,2.9
