동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
2,13,자녀,아들,자연경관,숲_골짜기_산,서벽 금강소나무 숲 (서벽 문화재용 목재생산림)
0,6,,,미식,산채비빔밥_솔잎_비빔국수,서벽 금강소나무 숲 (서벽 문화재용 목재생산림)
0,4,,,레포츠/운동,놀이터_낚시,서벽 금강소나무 숲 (서벽 문화재용 목재생산림)
0,2,,,역사유적,정자,서벽 금강소나무 숲 (서벽 문화재용 목재생산림)
