순위,업소명,주소,분류,현지인 검색 수
1,맥도날드창원역DT점,경남 창원시 의창구 의창대로 50-0,간이음식,3159
2,목민정[한식],경남 창원시 의창구 읍성로34번길 23-0,한식,2898
3,스타벅스창원역DT점,경남 창원시 의창구 의창대로 68-0,카페/찻집,2777
4,롯데리아창원소답점,경남 창원시 의창구 읍성로79번길 2-0,간이음식,2771
5,쿠우쿠우창원점,경남 창원시 의창구 용동로83번안길 36-0,외국식,2330
6,임진각식당,경남 창원시 의창구 팔용로 515-0,한식,2083
7,그린하우스,경남 창원시 의창구 원이대로81번길 10-0,외국식,1803
8,나튀렐45,경남 창원시 의창구 내감1길 1-0,간이음식,1715
9,장수촌24시돼지국밥,경남 창원시 의창구 의창대로264번길 3-0,한식,1543
10,오우가,경남 창원시 의창구 의안로17번길 12-0,카페/찻집,1501
11,스타벅스창원팔용점,경남 창원시 의창구 팔용로 419-0,카페/찻집,1395
12,주남저수지돌짜장,경남 창원시 의창구 동읍로 309-0,외국식,1390
13,오브셀라,경남 창원시 의창구 용동로57번길 18-0,외국식,1360
14,스타벅스창원유니시티점,경남 창원시 의창구 중동중앙로 47-0,카페/찻집,1170
15,주남한우식육식당,경남 창원시 의창구 동읍로457번길 7-0,한식,1134
16,초아수산,경남 창원시 의창구 신풍고개길 39-0,외국식,1074
17,스타벅스창원중앙역점,경남 창원시 의창구 용동로 91-0,카페/찻집,1059
18,베리앙,경남 창원시 의창구 천주로1184번길 84-0,카페/찻집,1033
19,유화정삼계탕,경남 창원시 의창구 읍성로34번길 24-0,한식,1009
20,마차이짬뽕창원점 [중식],경남 창원시 의창구 의창대로266번길 5-0,외국식,926
21,진가네촌국수,경남 창원시 의창구 천주로 512-0,한식,911
22,산수정,경남 창원시 의창구 천주로 240-10,한식,909
23,할리스창원팔용점,경남 창원시 의창구 창원대로18번길 6-8,카페/찻집,882
24,스시혼,경남 창원시 의창구 의창대로266번길 9-0,외국식,807
25,박말순,경남 창원시 의창구 읍성로34번길 17-8,외국식,786
26,춘천막국수닭보쌈,경남 창원시 의창구 천주로 472-0,한식,784
27,비비돈가스,경남 창원시 의창구 평산로135번길 21-0,외국식,777
28,소반,경남 창원시 의창구 의창대로70번길 1-0,한식,768
29,디피에노,경남 창원시 의창구 원이대로20번길 18-9,외국식,680
30,풍성한고을,경남 창원시 의창구 동정길 57-33,한식,679
31,아뜰리에베이커리,경남 창원시 의창구 동전로 5-0,간이음식,673
32,국일성[중식],경남 창원시 의창구 의안로31번길 26-0,외국식,653
33,과수원세레나데,경남 창원시 의창구 동전로 179-71,카페/찻집,644
34,가월돈까스,경남 창원시 의창구 주남로71번길 7-8,외국식,639
35,북면마산설렁탕,경남 창원시 의창구 천주로 868-0,한식,630
36,복면닭갈비,경남 창원시 의창구 천주로 1069-0,외국식,627
37,명서밀면,경남 창원시 의창구 명지로84번길 6-0,한식,616
38,뮤트,경남 창원시 의창구 도계로4번길 36-0,카페/찻집,603
38,오리야놀자,경남 창원시 의창구 동읍로 246-20,외국식,603
40,이조돌솥밥,경남 창원시 의창구 태복산로31번길 28-0,한식,598
40,해운대31cm해물칼국수창원북면점,경남 창원시 의창구 동전로 154-0,한식,598
42,향우본가,경남 창원시 의창구 천주로 1115-0,한식,593
43,전통순대촌,경남 창원시 의창구 천주로 869-0,한식,585
44,투썸플레이스창원천주산점,경남 창원시 의창구 천주로121번길 3-0,카페/찻집,584
45,언덕위의나폴리,경남 창원시 의창구 평산로159번길 17-0,외국식,571
46,황금코다리창원북면점,경남 창원시 의창구 달천길 48-0,외국식,521
47,커피여행,경남 창원시 의창구 주남로 93-0,카페/찻집,515
48,새벽식당,경남 창원시 의창구 차상로18번길 45-0,한식,505
49,투썸플레이스창원중동점,경남 창원시 의창구 평산로207번길 4-0,카페/찻집,502
50,주남오리궁,경남 창원시 의창구 주남로17번길 3-10,외국식,501
51,주남오리알,경남 창원시 의창구 주남로 93-21,외국식,489
52,바보형제쭈꾸미북면점,경남 창원시 의창구 신촌본포로 19-0,외국식,466
53,카페주남,경남 창원시 의창구 주남로71번길 3-0,카페/찻집,460
54,도미노피자창원소답점,경남 창원시 의창구 의안로2번길 5-0,간이음식,455
54,삼거리식당중동본점,경남 창원시 의창구 평산로171번길 2-0,한식,455
56,숲속아띠,경남 창원시 의창구 마산길72번길 100-0,카페/찻집,449
56,백중기와야순두부중동점,경남 창원시 의창구 평산로204번길 7-0,한식,449
58,카페무이,경남 창원시 의창구 무동안길 42-1,카페/찻집,445
59,창원조개창고,경남 창원시 의창구 동전로 104-0,외국식,442
60,SUBWAY창원유니시티점,경남 창원시 의창구 중동중앙로 47-0,간이음식,440
61,샤샤의놀이터,경남 창원시 의창구 대봉로 14-0,카페/찻집,415
62,설빙창원도계점,경남 창원시 의창구 도계로 91-0,카페/찻집,413
63,본포횟집,경남 창원시 의창구 동읍로1310번길 83-0,외국식,408
64,경원해물찜창원점,경남 창원시 의창구 태복산로 19-0,한식,406
65,산마루카페,경남 창원시 의창구 의창대로 416-0,카페/찻집,385
66,대패생각,경남 창원시 의창구 원이대로56번길 2-1,한식,374
67,롯데리아창원감계점,경남 창원시 의창구 동전로45번길 23-0,간이음식,370
68,리장원,경남 창원시 의창구 태복산로27번길 30-0,한식,366
69,헤이나나,경남 창원시 의창구 감계로188번길 73-18,카페/찻집,360
70,가마솥추어탕,경남 창원시 의창구 천주로 1019-20,한식,356
71,주남가마솥,경남 창원시 의창구 주남로184번길 33-0,한식,355
72,바보형제쭈꾸미천주산점,경남 창원시 의창구 천주로121번길 16-0,외국식,348
73,플레이팅,경남 창원시 의창구 감계로188번길 73-18,외국식,347
74,성심농장가든[한식],경남 창원시 의창구 온천로 775-18,한식,346
75,대게수산,경남 창원시 의창구 용동로83번안길 36-0,외국식,335
76,강원도래요식당,경남 창원시 의창구 동읍로 295-4,한식,331
76,베이커리카페해봄,경남 창원시 의창구 동읍로359번길 10-0,카페/찻집,331
78,디저트39창원유니시티점,경남 창원시 의창구 중동중앙로 95-0,카페/찻집,327
79,메리스도넛샵,경남 창원시 의창구 사림로 149-0,카페/찻집,320
80,가본초밥,경남 창원시 의창구 무동안길 52-0,외국식,319
81,카페들꽃,경남 창원시 의창구 하천로 156-0,카페/찻집,313
82,자연농원,경남 창원시 의창구 천주로 201-12,외국식,311
83,사랑해베이글,경남 창원시 의창구 창이대로483번길 25-23,카페/찻집,303
