순위,관광지명,주소,분류,외지인 검색 수
1,마금산원탕보양온천,경남 창원시 의창구 천주로 1167-0,웰니스관광,33550
2,주남저수지,경남 창원시 의창구,자연경관(하천/해양),28515
3,창원국제사격장,경남 창원시 의창구 사림로99번길 63-0,육상레저스포츠,13324
4,창원CC,경남 창원시 의창구 대봉로 137-0,육상레저스포츠,10973
5,북면수변생태공원,경남 창원시 의창구 천주로 0-0,도시공원,10195
6,명서시장,경남 창원시 의창구 명서로116번길 22-0,시장,9197
7,본포수변생태공원,경남 창원시 의창구 동읍로1310번길 0-0,도시공원,8238
8,창원시팔용농산물도매시장,경남 창원시 의창구 차상로18번길 45-0,시장,8220
9,창원단감테마공원,경남 창원시 의창구 동읍로359번길 27-0,도시공원,7569
10,창원의집,경남 창원시 의창구 사림로16번길 59-0,역사유적지,6925
11,크라운호텔창원,경남 창원시 의창구 창원대로363번길 22-5,호텔,6729
12,달천계곡,경남 창원시 의창구,자연경관(산),6376
13,봉곡시장,경남 창원시 의창구 봉곡로111번길 8-0,시장,5393
14,호텔포레스트701,경남 창원시 의창구 천주로1165번길 24-1,모텔,5066
15,경남도립미술관,경남 창원시 의창구 용지로 296-0,전시시설,4119
16,소계시장,경남 창원시 의창구 소계로 83-6,시장,4036
17,북면신촌온천,경남 창원시 의창구 천주로1150번길 15-14,웰니스관광,3902
18,주남저수지생태학습관,경남 창원시 의창구 주남로101번길 32-0,전시시설,3721
19,대산플라워랜드,경남 창원시 의창구,도시공원,3044
20,도계시장,경남 창원시 의창구 원이대로69번길 20-0,시장,2913
21,창원대산야구장,경남 창원시 의창구,레저스포츠시설,2891
22,바오밥모텔,경남 창원시 의창구 천주로1165번길 13-0,모텔,2868
23,누와즈컬리넌호텔,경남 창원시 의창구 천주로1173번길 42-0,호텔,2750
24,달천공원오토캠핑장,경남 창원시 의창구 달천길 150-0,캠핑,2745
25,창원쇼핑타운,경남 창원시 의창구 동읍로 212-0,쇼핑몰,2657
26,우곡사,경남 창원시 의창구 자여로 459-0,종교성지,2424
27,MS호텔,경남 창원시 의창구 천주로1173번길 6-0,호텔,2400
28,브라운도트호텔창원팔용점,경남 창원시 의창구 사화로 378-0,호텔,2395
29,CGV창원,경남 창원시 의창구 창원대로397번길 6-0,공연시설,2388
30,사화공원,경남 창원시 의창구,도시공원,1947
31,브라운도트호텔명서세코점,경남 창원시 의창구 창이대로85번길 7-0,호텔,1746
32,라온호텔,경남 창원시 의창구 우곡로217번길 11-0,모텔,1715
33,도계체육공원,경남 창원시 의창구 도계두리길 199-0,도시공원,1696
34,호텔안단테,경남 창원시 의창구 창이대로85번길 12-0,모텔,1673
35,U모텔,경남 창원시 의창구 우곡로 211-0,모텔,1671
36,금호모텔,경남 창원시 의창구 읍성로127번길 3-0,모텔,1670
37,나무늘보호텔창원명서점,경남 창원시 의창구 창이대로99번길 10-0,모텔,1605
38,YO모텔,경남 창원시 의창구 창이대로107번길 8-0,모텔,1601
39,무점마을코스모스축제,경남 창원시 의창구,기타문화관광지,1586
40,호텔벅스,경남 창원시 의창구 창이대로99번길 3-0,모텔,1559
41,창원향교,경남 창원시 의창구 의안로59번길 6-0,역사유적지,1552
42,호텔시카고,경남 창원시 의창구 창이대로99번길 7-0,모텔,1536
43,북면사회인야구장,경남 창원시 의창구 거산길 513-27,레저스포츠시설,1527
44,팔룡어울림운동장,경남 창원시 의창구,레저스포츠시설,1476
45,북면황토방온천,경남 창원시 의창구 천주로1170번길 17-10,웰니스관광,1372
46,창원마법의정원,경남 창원시 의창구,기타관광,1319
47,장미별장,경남 창원시 의창구 온천로 862-0,모텔,1294
48,대산면파크골프장,경남 창원시 의창구,육상레저스포츠,1288
49,파인에비뉴호텔,경남 창원시 의창구 원이대로261번길 16-9,모텔,1211
50,길상사,경남 창원시 의창구 상남로382번길 50-15,종교성지,1189
51,프라하호텔,경남 창원시 의창구 창원대로363번길 22-11,호텔,1167
52,봉림사,경남 창원시 의창구 봉곡로93번길 39-1,종교성지,1108
53,호텔이브,경남 창원시 의창구 천주로1150번길 16-16,호텔,1103
54,호텔그레이,경남 창원시 의창구 우곡로217번길 33-0,호텔,1047
55,더비엔비호텔,경남 창원시 의창구 천주로1170번길 13-0,모텔,1031
56,짬모텔,경남 창원시 의창구 천주로1173번길 14-18,모텔,1022
57,농협창원공판장,경남 창원시 의창구 차상로18번길 45-0,시장,957
58,서부스포츠센터빙상장,경남 창원시 의창구 원이대로56번길 11-0,육상레저스포츠,864
58,천주산,경남 창원시 의창구,자연경관(산),864
60,천마산온천호텔,경남 창원시 의창구 천주로 1171-0,웰니스관광,858
61,창원북부리동부당목,경남 창원시 의창구 대산북로899번길 43-5,역사유적지,844
62,대산미술관,경남 창원시 의창구 유등로369번길 14-8,전시시설,771
63,북동공설시장,경남 창원시 의창구 의안로49번길 30-0,시장,758
64,호텔플레이,경남 창원시 의창구 창이대로103번길 3-0,모텔,747
65,원흥사,경남 창원시 의창구 원이대로114번길 17-0,종교성지,745
66,도계부부시장,경남 창원시 의창구 원이대로69번길 20-0,시장,736
67,MU모텔,경남 창원시 의창구 창이대로103번길 1-0,모텔,735
68,아이엘호텔,경남 창원시 의창구 창이대로103번길 9-0,모텔,699
