순위,업소명,주소,분류,합산 검색 수
1,임진각식당,경남 창원시 의창구 팔용로 515-0,한식,12840
2,쿠우쿠우창원점,경남 창원시 의창구 용동로83번안길 36-0,외국식,11414
3,스타벅스창원역DT점,경남 창원시 의창구 의창대로 68-0,카페/찻집,10924
4,목민정[한식],경남 창원시 의창구 읍성로34번길 23-0,한식,10854
5,맥도날드창원역DT점,경남 창원시 의창구 의창대로 50-0,간이음식,9621
6,주남저수지돌짜장,경남 창원시 의창구 동읍로 309-0,외국식,7684
7,롯데리아창원소답점,경남 창원시 의창구 읍성로79번길 2-0,간이음식,6883
8,오브셀라,경남 창원시 의창구 용동로57번길 18-0,외국식,6699
9,그린하우스,경남 창원시 의창구 원이대로81번길 10-0,외국식,6404
10,장수촌24시돼지국밥,경남 창원시 의창구 의창대로264번길 3-0,한식,6358
11,오우가,경남 창원시 의창구 의안로17번길 12-0,카페/찻집,5738
12,나튀렐45,경남 창원시 의창구 내감1길 1-0,간이음식,5491
13,스타벅스창원유니시티점,경남 창원시 의창구 중동중앙로 47-0,카페/찻집,4811
14,베리앙,경남 창원시 의창구 천주로1184번길 84-0,카페/찻집,4693
15,스타벅스창원중앙역점,경남 창원시 의창구 용동로 91-0,카페/찻집,4665
16,초아수산,경남 창원시 의창구 신풍고개길 39-0,외국식,4548
17,산수정,경남 창원시 의창구 천주로 240-10,한식,4373
18,스타벅스창원팔용점,경남 창원시 의창구 팔용로 419-0,카페/찻집,3785
19,소반,경남 창원시 의창구 의창대로70번길 1-0,한식,3670
20,진가네촌국수,경남 창원시 의창구 천주로 512-0,한식,3660
21,풍성한고을,경남 창원시 의창구 동정길 57-33,한식,3655
22,주남한우식육식당,경남 창원시 의창구 동읍로457번길 7-0,한식,3555
23,할리스창원팔용점,경남 창원시 의창구 창원대로18번길 6-8,카페/찻집,3511
24,춘천막국수닭보쌈,경남 창원시 의창구 천주로 472-0,한식,3489
25,마차이짬뽕창원점 [중식],경남 창원시 의창구 의창대로266번길 5-0,외국식,3441
26,박말순,경남 창원시 의창구 읍성로34번길 17-8,외국식,3420
27,가월돈까스,경남 창원시 의창구 주남로71번길 7-8,외국식,3210
28,명서밀면,경남 창원시 의창구 명지로84번길 6-0,한식,3010
29,유화정삼계탕,경남 창원시 의창구 읍성로34번길 24-0,한식,2861
30,주남오리알,경남 창원시 의창구 주남로 93-21,외국식,2859
31,카페주남,경남 창원시 의창구 주남로71번길 3-0,카페/찻집,2759
32,오리야놀자,경남 창원시 의창구 동읍로 246-20,외국식,2736
33,주남오리궁,경남 창원시 의창구 주남로17번길 3-10,외국식,2655
34,복면닭갈비,경남 창원시 의창구 천주로 1069-0,외국식,2467
35,비비돈가스,경남 창원시 의창구 평산로135번길 21-0,외국식,2396
36,스시혼,경남 창원시 의창구 의창대로266번길 9-0,외국식,2389
37,새벽식당,경남 창원시 의창구 차상로18번길 45-0,한식,2383
38,향우본가,경남 창원시 의창구 천주로 1115-0,한식,2352
39,뮤트,경남 창원시 의창구 도계로4번길 36-0,카페/찻집,2312
40,투썸플레이스창원천주산점,경남 창원시 의창구 천주로121번길 3-0,카페/찻집,2199
41,디피에노,경남 창원시 의창구 원이대로20번길 18-9,외국식,2165
42,북면마산설렁탕,경남 창원시 의창구 천주로 868-0,한식,2139
43,창원조개창고,경남 창원시 의창구 동전로 104-0,외국식,2114
44,아뜰리에베이커리,경남 창원시 의창구 동전로 5-0,간이음식,2103
45,국일성[중식],경남 창원시 의창구 의안로31번길 26-0,외국식,2079
46,커피여행,경남 창원시 의창구 주남로 93-0,카페/찻집,1958
47,바보형제쭈꾸미북면점,경남 창원시 의창구 신촌본포로 19-0,외국식,1957
48,이조돌솥밥,경남 창원시 의창구 태복산로31번길 28-0,한식,1932
49,강원도래요식당,경남 창원시 의창구 동읍로 295-4,한식,1863
50,황금코다리창원북면점,경남 창원시 의창구 달천길 48-0,외국식,1848
51,언덕위의나폴리,경남 창원시 의창구 평산로159번길 17-0,외국식,1845
52,해운대31cm해물칼국수창원북면점,경남 창원시 의창구 동전로 154-0,한식,1828
53,숲속아띠,경남 창원시 의창구 마산길72번길 100-0,카페/찻집,1825
54,전통순대촌,경남 창원시 의창구 천주로 869-0,한식,1819
55,대게수산,경남 창원시 의창구 용동로83번안길 36-0,외국식,1780
56,과수원세레나데,경남 창원시 의창구 동전로 179-71,카페/찻집,1770
57,자연농원,경남 창원시 의창구 천주로 201-12,외국식,1608
58,본포횟집,경남 창원시 의창구 동읍로1310번길 83-0,외국식,1603
59,삼거리식당중동본점,경남 창원시 의창구 평산로171번길 2-0,한식,1556
60,산미본점,경남 창원시 의창구 천주로 1168-0,한식,1508
61,투썸플레이스창원중동점,경남 창원시 의창구 평산로207번길 4-0,카페/찻집,1507
62,조이풀리,경남 창원시 의창구 퇴촌로9번길 6-10,외국식,1495
63,백중기와야순두부중동점,경남 창원시 의창구 평산로204번길 7-0,한식,1420
64,주남가마솥,경남 창원시 의창구 주남로184번길 33-0,한식,1410
65,이가네가야밀면,경남 창원시 의창구 의안로8번길 21-0,한식,1384
66,키친187창원점,경남 창원시 의창구 천주로121번길 4-0,외국식,1335
67,샤샤의놀이터,경남 창원시 의창구 대봉로 14-0,카페/찻집,1334
68,인사이드커피,경남 창원시 의창구 퇴촌로25번길 10-20,카페/찻집,1333
69,미래웨딩캐슬뷔페,경남 창원시 의창구 창원대로363번길 22-57,외국식,1296
70,메리스도넛샵,경남 창원시 의창구 사림로 149-0,카페/찻집,1272
71,베이커리카페해봄,경남 창원시 의창구 동읍로359번길 10-0,카페/찻집,1267
72,산마루카페,경남 창원시 의창구 의창대로 416-0,카페/찻집,1260
73,가월돈까스중앙역점,경남 창원시 의창구 용동로57번길 18-0,외국식,1256
74,대패생각,경남 창원시 의창구 원이대로56번길 2-1,한식,1240
75,리장원,경남 창원시 의창구 태복산로27번길 30-0,한식,1212
76,SUBWAY창원유니시티점,경남 창원시 의창구 중동중앙로 47-0,간이음식,1211
77,카페무이,경남 창원시 의창구 무동안길 42-1,카페/찻집,1202
78,신착한낙지,경남 창원시 의창구 소봉로 27-0,외국식,1185
79,마련그림,경남 창원시 의창구 남산로 99-0,한식,1167
80,디저트39창원유니시티점,경남 창원시 의창구 중동중앙로 95-0,카페/찻집,1155
81,사랑해베이글,경남 창원시 의창구 창이대로483번길 25-23,카페/찻집,1147
82,플레이팅,경남 창원시 의창구 감계로188번길 73-18,외국식,1143
83,투썸플레이스창원사림현대점,경남 창원시 의창구 용동로 45-0,카페/찻집,1138
84,산수정봉림동본점,경남 창원시 의창구 소봉로 10-0,외국식,1135
85,동해돌장어구이,경남 창원시 의창구 사림로158번길 26-20,외국식,1129
86,우디커피,경남 창원시 의창구 도계로4번길 15-1,카페/찻집,1125
87,경원해물찜창원점,경남 창원시 의창구 태복산로 19-0,한식,1097
88,컴포즈커피창원어반브릭스점,경남 창원시 의창구 중동중앙로 47-0,카페/찻집,1095
89,그숲,경남 창원시 의창구 천주로 207-0,외국식,1085
90,성심농장가든[한식],경남 창원시 의창구 온천로 775-18,한식,1071
91,헤이나나,경남 창원시 의창구 감계로188번길 73-18,카페/찻집,1069
92,용추골장복가든,경남 창원시 의창구 상남로382번길 26-7,외국식,1066
93,정직한아제갈비,경남 창원시 의창구 원이대로 58-0,한식,1060
94,장원돼지국밥,경남 창원시 의창구 남산로17번길 13-0,한식,1042
95,윗하우스,경남 창원시 의창구 퇴촌로9번길 6-12,외국식,1014
96,본가촌국수,경남 창원시 의창구 원이대로279번길 10-0,한식,1012
97,곰달청기와,경남 창원시 의창구 의창대로 51-7,한식,1011
98,바보형제쭈꾸미천주산점,경남 창원시 의창구 천주로121번길 16-0,외국식,1010
99,투썸플레이스창원아티움시티점,경남 창원시 의창구 창원대로397번길 11-0,카페/찻집,996
100,88한새우,경남 창원시 의창구 남산로115번길 5-0,외국식,970
