유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
경상남도 창원시 성산구 , 경상남도 창원시 의창구,41.0,1
경상남도 창원시 마산회원구 , 경상남도 창원시 의창구,15.8,1
경상남도 김해시 , 경상남도 창원시 의창구,11.5,1
경상남도 창원시 마산합포구 , 경상남도 창원시 의창구,7.0,1
경상남도 창원시 진해구 , 경상남도 창원시 의창구,5.1,1
경상남도 함안군 , 경상남도 창원시 의창구,3.6,1
경상남도 창녕군 , 경상남도 창원시 의창구,2.0,1
경상남도 밀양시 , 경상남도 창원시 의창구,1.9,1
부산광역시 강서구 , 경상남도 창원시 의창구,1.2,1
경상남도 진주시 , 경상남도 창원시 의창구,0.9,1
경상남도 양산시 , 경상남도 창원시 의창구,0.8,1
부산광역시 부산진구 , 경상남도 창원시 의창구,0.6,1
부산광역시 사상구 , 경상남도 창원시 의창구,0.5,1
부산광역시 해운대구 , 경상남도 창원시 의창구,0.5,1
부산광역시 사하구 , 경상남도 창원시 의창구,0.4,1
부산광역시 북구 , 경상남도 창원시 의창구,0.4,1
부산광역시 기장군 , 경상남도 창원시 의창구,0.4,1
부산광역시 동래구 , 경상남도 창원시 의창구,0.4,1
경상남도 고성군 , 경상남도 창원시 의창구,0.3,1
경상남도 거제시 , 경상남도 창원시 의창구,0.3,1
 경상남도 창원시 의창구,경상남도 창원시 성산구,40.7,2
 경상남도 창원시 의창구,경상남도 김해시,13.3,2
 경상남도 창원시 의창구,경상남도 창원시 마산합포구,9.3,2
 경상남도 창원시 의창구,경상남도 창원시 마산회원구,6.8,2
 경상남도 창원시 의창구,경상남도 창원시 진해구,6.6,2
 경상남도 창원시 의창구,경상남도 밀양시,2.6,2
 경상남도 창원시 의창구,부산광역시 기장군,2.2,2
 경상남도 창원시 의창구,경상남도 함안군,1.9,2
 경상남도 창원시 의창구,경상남도 창녕군,1.4,2
 경상남도 창원시 의창구,부산광역시 강서구,1.3,2
 경상남도 창원시 의창구,경상남도 진주시,1.2,2
 경상남도 창원시 의창구,부산광역시 해운대구,1.0,2
 경상남도 창원시 의창구,경상남도 양산시,0.8,2
 경상남도 창원시 의창구,경상남도 거제시,0.7,2
 경상남도 창원시 의창구,경상남도 사천시,0.6,2
 경상남도 창원시 의창구,경상남도 고성군,0.6,2
 경상남도 창원시 의창구,부산광역시 부산진구,0.6,2
 경상남도 창원시 의창구,경상남도 통영시,0.5,2
 경상남도 창원시 의창구,경상남도 의령군,0.4,2
 경상남도 창원시 의창구,경상북도 경주시,0.4,2
