연령대,남성방문 비율,여성방문 비율
70세 이상,5.2,6.7
60~69세,6.8,8.9
50~59세,8.5,8.9
40~49세,8.4,7.2
30~39세,9.1,8.2
20~29세,7.2,7.7
10~19세,2.6,2.8
