연령대,남성방문 비율,여성방문 비율
70세 이상,7.2,5.2
60~69세,11.1,6.1
50~59세,14.3,9.9
40~49세,11.5,5.6
30~39세,4.2,4.0
20~29세,5.0,2.9
10~19세,6.2,5.5
