유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
전라남도 광양시 , 전라남도 순천시,33.0,1
전라남도 여수시 , 전라남도 순천시,25.2,1
전라남도 보성군 , 전라남도 순천시,4.9,1
전라남도 구례군 , 전라남도 순천시,3.6,1
전라남도 고흥군 , 전라남도 순천시,3.0,1
전라남도 곡성군 , 전라남도 순천시,2.2,1
광주광역시 북구 , 전라남도 순천시,2.0,1
경상남도 하동군 , 전라남도 순천시,1.6,1
광주광역시 광산구 , 전라남도 순천시,1.6,1
전라북도 남원시 , 전라남도 순천시,1.5,1
광주광역시 서구 , 전라남도 순천시,1.3,1
경상남도 진주시 , 전라남도 순천시,1.3,1
전라북도 임실군 , 전라남도 순천시,1.3,1
경상남도 사천시 , 전라남도 순천시,1.0,1
전라남도 담양군 , 전라남도 순천시,0.9,1
전라남도 화순군 , 전라남도 순천시,0.8,1
전라남도 장흥군 , 전라남도 순천시,0.7,1
광주광역시 동구 , 전라남도 순천시,0.7,1
경상남도 남해군 , 전라남도 순천시,0.7,1
광주광역시 남구 , 전라남도 순천시,0.7,1
 전라남도 순천시,전라남도 여수시,36.7,2
 전라남도 순천시,전라남도 광양시,26.3,2
 전라남도 순천시,전라남도 보성군,5.0,2
 전라남도 순천시,전라남도 구례군,4.1,2
 전라남도 순천시,전라남도 고흥군,3.3,2
 전라남도 순천시,전라남도 곡성군,1.8,2
 전라남도 순천시,광주광역시 서구,1.5,2
 전라남도 순천시,전라남도 담양군,1.5,2
 전라남도 순천시,경상남도 남해군,1.4,2
 전라남도 순천시,경상남도 하동군,1.4,2
 전라남도 순천시,광주광역시 광산구,1.2,2
 전라남도 순천시,전라북도 남원시,1.1,2
 전라남도 순천시,광주광역시 북구,1.1,2
 전라남도 순천시,전라남도 화순군,0.9,2
 전라남도 순천시,전라북도 전주시 완산구,0.7,2
 전라남도 순천시,경상남도 진주시,0.7,2
 전라남도 순천시,전라남도 목포시,0.7,2
 전라남도 순천시,전라남도 장흥군,0.7,2
 전라남도 순천시,경상남도 사천시,0.6,2
 전라남도 순천시,광주광역시 동구,0.6,2
