순위,업소명,주소,분류,현지인 검색 수
1,대숲골농원,전남 순천시 학동길 54-0,한식,4239
2,스타벅스순천용당DT점,전남 순천시 중앙로 398-0,카페/찻집,3919
3,쿠우쿠우순천점,전남 순천시 향매로 59-0,외국식,3548
4,송치마을,전남 순천시 송치안길 88-0,외국식,3343
5,스타벅스순천신대점,전남 순천시 향매로 99-0,카페/찻집,3203
6,맥도날드순천조례DT점,전남 순천시 순광로 75-0,간이음식,3179
7,카페와온,전남 순천시 와온길 107-0,카페/찻집,2648
8,벽오동,전남 순천시 상사호길 73-0,한식,2304
9,신대초밥,전남 순천시 매안2길 7-0,외국식,2102
10,스타벅스순천호수공원점,전남 순천시 왕지2길 17-0,카페/찻집,1993
11,운평769,전남 순천시 청소년수련원길 153-0,카페/찻집,1777
12,코우텐동[일식],전남 순천시 매안4길 3-11,외국식,1706
13,자산어보순천점,전남 순천시 대석1길 27-0,외국식,1675
14,산들담은,전남 순천시 정채봉길 30-0,한식,1632
15,청풍한우,전남 순천시 상성길 103-0,한식,1618
16,스타벅스순천연향점,전남 순천시 연향번영길 118-0,카페/찻집,1596
17,오블리크,전남 순천시 매안1길 20-0,카페/찻집,1539
18,아웃백스테이크하우스순천점,전남 순천시 왕지5길 4-0,외국식,1511
19,리비에르,전남 순천시 서문교길 10-0,카페/찻집,1509
20,나눌터[한식],전남 순천시 팔마1길 4-0,한식,1445
21,신대축산물백화점,전남 순천시 상성길 324-0,한식,1414
22,순천갈대장어신대점,전남 순천시 향매1길 4-23,외국식,1408
23,효동회관,전남 순천시 장천2길 20-4,한식,1384
24,버거킹순천법원점,전남 순천시 왕지로 8-1,간이음식,1347
25,맥도날드순천덕암DT점,전남 순천시 구암원길 1-0,간이음식,1325
26,독도는우리땅,전남 순천시 상대석길 69-0,외국식,1311
27,고구려초밥금당본점,전남 순천시 기적의도서관길 31-0,외국식,1295
28,내조국국밥순천연향점,전남 순천시 연향상가8길 25-0,한식,1288
29,맛찬들왕소금구이순천신대점,전남 순천시 향매1길 17-0,한식,1268
30,뱀부스레스토랑,전남 순천시 상성길 279-0,외국식,1202
31,상무초밥순천점,전남 순천시 왕지2길 25-4,외국식,1165
32,오버랩호수,전남 순천시 조례2길 38-1,카페/찻집,1150
