순위,관광지명,주소,분류
1,순천만국가정원,전남 순천시 국가정원1호길 47-0,기타관광지
2,순천만습지,전남 순천시 순천만길 513-25,기타관광지
3,낙안읍성민속마을,전남 순천시 충민길 30-0,역사관광지
4,이마트/순천점,전남 순천시 팔마로 191-0,쇼핑
5,선암사,전남 순천시 선암사길 450-0,역사관광지
6,순천오픈세트장,전남 순천시 비례골길 24-0,기타관광지
7,와온해변,전남 순천시,자연관광지
8,송광사,전남 순천시 송광사안길 100-0,역사관광지
9,순천만국제습지센터,전남 순천시 국가정원1호길 47-0,기타관광지
10,순천아랫장,전남 순천시 장평로 60-0,쇼핑
11,홈플러스/순천점,전남 순천시 신월큰길 10-0,쇼핑
12,홈플러스/순천풍덕점,전남 순천시 팔마로 222-0,쇼핑
13,NC백화점/순천점,전남 순천시 비봉2길 22-0,쇼핑
14,순천만습지/갈대군락지,전남 순천시,기타관광지
15,웃장,전남 순천시 북문길 40-0,쇼핑
16,순천만국가정원,전남 순천시 국가정원1호길 47-0,기타관광
17,조례호수공원,전남 순천시,자연관광지
18,순천만국가정원물빛축제,전남 순천시 국가정원1호길 47-0,기타관광지
19,순천만습지,전남 순천시 순천만길 513-25,기타관광
20,낙안읍성민속마을,전남 순천시 충민길 30-0,역사관광
21,CGV/순천신대,전남 순천시 해광로 199-0,공연/행사
22,모다아울렛/순천점,전남 순천시 상성길 70-0,쇼핑
23,역전시장,전남 순천시 역전장길 9-0,쇼핑
24,파머스마켓/순천점,전남 순천시 백연길 111-0,쇼핑
25,순천시농산물도매시장,전남 순천시 해광로 1-0,쇼핑
26,하나로마트/순천원예농협본점,전남 순천시 남산로 46-0,쇼핑
27,다담식자재마트/순천점,전남 순천시 지봉로 384-0,쇼핑
28,중앙시장,전남 순천시 중앙시장길 18-0,쇼핑
29,선암사,전남 순천시 선암사길 450-0,역사관광
30,낙안읍성,전남 순천시,역사관광지
31,팔마실내체육관,전남 순천시 팔마로 333-0,기타관광지
32,순천오픈세트장,전남 순천시 비례골길 24-0,기타관광
33,송광사,전남 순천시 송광사안길 100-0,역사관광
34,삼성전자서비스/순천센터,전남 순천시 봉화로 279-0,쇼핑
35,낙안민속자연휴양림,전남 순천시 민속마을길 1600-0,자연관광지
36,화포해변,전남 순천시,자연관광지
37,순천만국가정원/지구동문,전남 순천시 국가정원1호길 152-55,문화시설
38,죽도봉공원,전남 순천시,자연관광지
39,순천만국제습지센터,전남 순천시 국가정원1호길 47-0,기타관광
40,골프존카운티순천,전남 순천시 행정1길 77-0,레포츠(육상/해상/항공)
41,파인힐스CC,전남 순천시 송광사길 99-0,레포츠(육상/해상/항공)
42,순천부영CC,전남 순천시,레포츠(육상/해상/항공)
43,청춘창고,전남 순천시 역전길 34-0,문화시설
44,고릴라캠핑/순천점,전남 순천시 삼산로 224-0,쇼핑
45,와온해변,전남 순천시,자연관광
46,메가박스/순천,전남 순천시 충효로 15-0,공연/행사
47,순천만생태문화교육원,전남 순천시 생태배움길 22-0,문화시설
48,다이소/순천점,전남 순천시 연향3로 43-0,쇼핑
49,CGV/순천,전남 순천시 장명로 22-0,공연/행사
50,와온공원,전남 순천시 와온길 128-0,자연관광지
51,다이소/순천신대점,전남 순천시 향매로 79-0,쇼핑
52,순천시립연향도서관,전남 순천시 연향번영길 54-0,문화시설
53,승주CC,전남 순천시 오실길 333-0,레포츠(육상/해상/항공)
54,순천만잡월드,전남 순천시,기타관광지
55,순천만국가정원물빛축제,전남 순천시 국가정원1호길 47-0,문화관광
56,다이소/순천풍덕점,전남 순천시 팔마로 197-6,쇼핑
57,순천만달밤야시장,전남 순천시,쇼핑
58,매곡동탐매축제정원축제,전남 순천시,기타관광지
59,순천시민천문대,전남 순천시 순천만길 513-25,기타관광지
60,조례호수공원,전남 순천시,문화관광
61,상사호,전남 순천시,자연관광지
62,CGV/순천신대,전남 순천시 해광로 199-0,문화관광
63,금둔사,전남 순천시 조정래길 1000-0,역사관광지
64,사랑과야망촬영지,전남 순천시,기타관광지
65,순천기적의도서관,전남 순천시 기적의도서관길 60-0,문화시설
66,황전한우법인직영식당,전남 순천시 순천로 1501-0,쇼핑
67,순천만국가정원/비오톱습지,전남 순천시 국가정원1호길 152-55,문화시설
68,순천만습지/갈대군락지,전남 순천시,기타관광
69,순천도축장,전남 순천시 홍내교길 106-0,쇼핑
70,빅팜도매식자재마트,전남 순천시 봉화로 220-0,쇼핑
71,유니클로/순천연향점,전남 순천시 구암3길 2-0,쇼핑
72,순천팔마종합운동장,전남 순천시 팔마로 333-0,기타관광지
73,다이소/순천오천점,전남 순천시 오천6길 10-0,쇼핑
74,장난감할인점키즈바다,전남 순천시 신대3길 5-78,쇼핑
75,다이소/순천조례점,전남 순천시 신월큰길 33-0,쇼핑
76,롯데하이마트/연향점,전남 순천시 충효로 63-0,쇼핑
77,서순천가구백화점,전남 순천시 순천로 61-0,쇼핑
78,영일수산,전남 순천시 대안길 2-0,쇼핑
79,순천만국가정원/빛의서문,전남 순천시 국가정원1호길 47-0,문화시설
80,순천문화의거리,전남 순천시,쇼핑
81,순천CC,전남 순천시 동화사길 85-0,레포츠(육상/해상/항공)
82,하나로마트/순천광양축협본점,전남 순천시 용당삼산로 14-0,쇼핑
83,낙안읍성,전남 순천시,역사관광
84,순천자연휴양림,전남 순천시 청소년수련원길 170-0,자연관광지
85,장대공원,전남 순천시,자연관광지
86,와이식자재마트/조례점,전남 순천시 이수로 254-0,쇼핑
87,롯데하이마트/조례점,전남 순천시 백강로 290-0,쇼핑
88,파머스마켓/순천농협봉화점,전남 순천시 비봉길 51-40,쇼핑
89,탑텐/복합순천점,전남 순천시 충효로 63-0,쇼핑
90,형제공구백화점,전남 순천시 팔마로 46-0,쇼핑
91,다이소/순천대점,전남 순천시 중앙로 320-0,쇼핑
92,순천로컬푸드직매장/호수공원점,전남 순천시 지봉로 611-0,쇼핑
93,순천만잡월드,전남 순천시,기타관광
94,중앙서점,전남 순천시 연향상가5길 7-0,쇼핑
95,순천만국가정원/순천만PRT,전남 순천시 국가정원1호길 47-0,문화시설
96,순천시립조례호수도서관,전남 순천시 조례2길 31-0,문화시설
97,조은프라자,전남 순천시 연향상가길 41-0,쇼핑
