순위,업소명,주소,분류,외지인 검색 수
1,후포어시장회센터,경북 울진군 울진대게로 169-71,외국식,5792
2,제일반점[중식],경북 울진군 죽변중앙로 168-13,외국식,5501
3,후포리백년식당,경북 울진군 후포6길 159-1,한식,3330
4,르카페말리,경북 울진군 죽변중앙로 32-0,카페/찻집,3137
5,예원[중식],경북 울진군 죽변중앙로 218-0,외국식,3111
6,청목신신짬뽕본점 [중식],경북 울진군 울진중앙로 40-0,외국식,2982
7,송학면옥,경북 울진군 읍내2길 39-0,한식,2687
8,이게대게왕비천점,경북 울진군 불영계곡로 3630-0,외국식,2521
9,Cafe1-21,경북 울진군 세포2길 1-21,카페/찻집,1983
10,고바우한중식,경북 울진군 후포로 179-0,외국식,1888
11,망양정횟집,경북 울진군 망양정로 1019-0,외국식,1731
12,롯데리아울진DI점,경북 울진군 현내항길 7-0,간이음식,1689
13,울산회식당,경북 울진군 망양로 225-9,외국식,1628
14,산수옥,경북 울진군 불영계곡로 3631-0,한식,1504
15,회대게조개파는총각,경북 울진군 죽변항길 239-0,외국식,1496
16,물치상회,경북 울진군 울진대게로 289-1,카페/찻집,1486
17,커피루나,경북 울진군 울진북로 876-0,카페/찻집,1445
18,칼국수식당,경북 울진군 읍내1길 9-0,한식,1365
19,나곡식당,경북 울진군 곡리1길 5-29,한식,1299
20,죽변우성식당,경북 울진군 죽변항길 69-0,외국식,1255
21,원조대게후포리,경북 울진군 울진대게로 169-47,외국식,1221
22,대게앤쿡,경북 울진군 후포로 178-3,외국식,1189
23,왕돌회센타,경북 울진군 죽변항길 173-0,외국식,1167
24,후포리백년식당,경북 울진군 후포6길 159-1,외국식,1159
25,울진대게원조마을,경북 울진군 울진대게로 169-61,외국식,1100
26,솔밭옹심이칼국수,경북 울진군,한식,1020
27,돌섬식당,경북 울진군 죽변항길 73-0,한식,995
28,플랫하우스,경북 울진군 죽변11길 15-0,카페/찻집,956
29,바다횟집,경북 울진군 현내항길 258-0,외국식,917
30,이디야커피울진후포스카이워크점,경북 울진군 울진대게로 243-0,카페/찻집,793
31,블루오션,경북 울진군 동해대로 336-0,카페/찻집,792
31,울진대게빵,경북 울진군 울진대게로 163-1,카페/찻집,792
33,풍경시골손칼국수,경북 울진군 동해대로 308-0,한식,757
34,울진대게궁 7호,경북 울진군 죽변항길 239-0,외국식,754
35,노바,경북 울진군 월송정로 496-0,카페/찻집,690
36,삼일대게궁,경북 울진군 울진대게로 161-0,외국식,667
37,파리바게뜨경북울진점,경북 울진군 울진중앙로 115-0,간이음식,657
38,오징어풍물거리,경북 울진군,기타음식,644
39,파로,경북 울진군 후포6길 159-1,카페/찻집,614
40,금문,경북 울진군 울진북로 1546-0,한식,591
41,백암대게마트,경북 울진군 동해대로 264-0,외국식,589
42,숙희야밥묵자,경북 울진군 후포로 124-0,한식,586
42,파리바게뜨울진후포점,경북 울진군 후포삼율로 119-1,간이음식,586
44,청풍수산,경북 울진군 정실1길 50-0,외국식,561
45,이디야커피울진군청점,경북 울진군 읍내8길 5-0,카페/찻집,558
46,조개마루,경북 울진군 울진북로 1138-0,외국식,540
47,육반장울진점,경북 울진군 봉황길 4-0,한식,504
48,만월경양식,경북 울진군 월송길 207-10,외국식,491
49,공석2020,경북 울진군 공세항길 247-0,외국식,475
50,경용회식당,경북 울진군 정실1길 52-0,외국식,467
51,뉴태평양대게횟집,경북 울진군 죽변항길 117-0,외국식,446
52,한일식당,경북 울진군 후포삼율로 125-1,한식,438
53,정훈이네물회,경북 울진군 죽변중앙로 202-3,외국식,429
54,유노이아,경북 울진군 울진북로 946-0,카페/찻집,415
55,하나대게회센타,경북 울진군 죽변항길 239-0,외국식,409
56,동해회대게,경북 울진군 죽변항길 239-0,외국식,401
56,마일스톤죽변점,경북 울진군 죽변중앙로 177-0,카페/찻집,401
58,오첩반상[한식],경북 울진군 죽변중앙로 65-1,한식,386
59,한마음대게수산,경북 울진군 울진대게로 169-63,외국식,364
60,배스킨라빈스경북울진점,경북 울진군 울진중앙로 113-0,간이음식,344
61,홍박사,경북 울진군 울진북로 637-0,한식,343
62,진해식당,경북 울진군 죽변중앙로 160-25,한식,336
63,옛골[한식],경북 울진군 주인2길 24-1,한식,325
64,아사반점[중식],경북 울진군 죽변중앙로 133-0,외국식,322
65,방파제7호횟집,경북 울진군 죽변중앙로 236-8,외국식,309
66,커피방,경북 울진군 산포3길 162-0,카페/찻집,308
66,통나무촌막국수,경북 울진군 흥부길 19-0,한식,308
68,육반장,경북 울진군 삼율로 16-0,한식,302
69,금강송한우프라자,경북 울진군 울진북로 267-0,한식,298
70,장모씨암탉,경북 울진군 덕구온천로 678-0,기타음식,287
71,시민닭갈비막국수,경북 울진군 죽변2길 107-0,외국식,271
72,장원돌솥밥,경북 울진군 울진중앙로 115-6,한식,259
73,하비비,경북 울진군 울진북로 2138-41,카페/찻집,256
74,연수횟집대게,경북 울진군 울진대게로 49-0,외국식,251
75,공석횟집,경북 울진군 공세항길 291-0,기타음식,246
76,죽변맛집[한식],경북 울진군 울진북로 1167-0,한식,245
77,박가네설렁탕,경북 울진군 상흥부1길 2-0,한식,238
78,신금성식당,경북 울진군 후포4길 97-0,한식,226
79,중궁전[중식],경북 울진군 죽변북로 79-0,외국식,221
80,경진푸드,경북 울진군 해양과학길 87-0,외국식,220
81,설빙울진후포점,경북 울진군 후포삼율로 98-0,카페/찻집,217
82,동치골허브야생화마을,경북 울진군 봉화길 78-0,한식,216
82,유정식당,경북 울진군 봉황길 24-0,한식,216
