기준연월,지역명,검색량(건)
202108,경상북도 울진군 ,2025
202109,경상북도 울진군 ,1509
202110,경상북도 울진군 ,1575
202111,경상북도 울진군 ,1921
202112,경상북도 울진군 ,200
202201,경상북도 울진군 ,266
202202,경상북도 울진군 ,162
202203,경상북도 울진군 ,99
202204,경상북도 울진군 ,69
202205,경상북도 울진군 ,3752
202206,경상북도 울진군 ,427
202207,경상북도 울진군 ,445
