연령대,남성방문 비율,여성방문 비율
70세 이상,3.4,3.3
60~69세,7.9,6.1
50~59세,12.0,9.5
40~49세,9.9,7.9
30~39세,6.2,5.5
20~29세,6.0,4.5
10~19세,8.0,6.9
