동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
2,18,기타가족,가족,미식,팽이버섯_맛집_카페,고마나루
2,10,자녀,학생,역사유적,한옥마을_다리_무덤,고마나루
2,2,학생,초등학생,문화예술,박물관,고마나루
