연령대,남성방문 비율,여성방문 비율
70세 이상,2.4,2.9
60~69세,6.9,7.9
50~59세,10.4,13.3
40~49세,8.6,10.0
30~39세,8.2,8.3
20~29세,6.6,8.3
10~19세,2.5,2.5
