순위,관광지명,주소,분류,
1,순천만국가정원,전남 순천시 국가정원1호길 47-0,기타관광지,전라남도 순천시
2,순천만습지,전남 순천시 순천만길 513-25,기타관광지,전라남도 순천시
3,낙안읍성민속마을,전남 순천시 충민길 30-0,역사관광지,전라남도 순천시
4,이마트/순천점,전남 순천시 팔마로 191-0,쇼핑,전라남도 순천시
5,선암사,전남 순천시 선암사길 450-0,역사관광지,전라남도 순천시
6,순천오픈세트장,전남 순천시 비례골길 24-0,기타관광지,전라남도 순천시
7,와온해변,전남 순천시,자연관광지,전라남도 순천시
8,송광사,전남 순천시 송광사안길 100-0,역사관광지,전라남도 순천시
9,순천만국제습지센터,전남 순천시 국가정원1호길 47-0,기타관광지,전라남도 순천시
10,순천아랫장,전남 순천시 장평로 60-0,쇼핑,전라남도 순천시
11,홈플러스/순천점,전남 순천시 신월큰길 10-0,쇼핑,전라남도 순천시
12,홈플러스/순천풍덕점,전남 순천시 팔마로 222-0,쇼핑,전라남도 순천시
13,NC백화점/순천점,전남 순천시 비봉2길 22-0,쇼핑,전라남도 순천시
14,순천만습지/갈대군락지,전남 순천시,기타관광지,전라남도 순천시
15,웃장,전남 순천시 북문길 40-0,쇼핑,전라남도 순천시
16,순천만국가정원,전남 순천시 국가정원1호길 47-0,기타관광,전라남도 순천시
17,조례호수공원,전남 순천시,자연관광지,전라남도 순천시
18,순천만국가정원물빛축제,전남 순천시 국가정원1호길 47-0,기타관광지,전라남도 순천시
19,순천만습지,전남 순천시 순천만길 513-25,기타관광,전라남도 순천시
20,낙안읍성민속마을,전남 순천시 충민길 30-0,역사관광,전라남도 순천시
21,CGV/순천신대,전남 순천시 해광로 199-0,공연/행사,전라남도 순천시
22,모다아울렛/순천점,전남 순천시 상성길 70-0,쇼핑,전라남도 순천시
23,역전시장,전남 순천시 역전장길 9-0,쇼핑,전라남도 순천시
24,파머스마켓/순천점,전남 순천시 백연길 111-0,쇼핑,전라남도 순천시
25,순천시농산물도매시장,전남 순천시 해광로 1-0,쇼핑,전라남도 순천시
26,하나로마트/순천원예농협본점,전남 순천시 남산로 46-0,쇼핑,전라남도 순천시
27,다담식자재마트/순천점,전남 순천시 지봉로 384-0,쇼핑,전라남도 순천시
28,중앙시장,전남 순천시 중앙시장길 18-0,쇼핑,전라남도 순천시
29,선암사,전남 순천시 선암사길 450-0,역사관광,전라남도 순천시
30,낙안읍성,전남 순천시,역사관광지,전라남도 순천시
31,팔마실내체육관,전남 순천시 팔마로 333-0,기타관광지,전라남도 순천시
32,순천오픈세트장,전남 순천시 비례골길 24-0,기타관광,전라남도 순천시
33,송광사,전남 순천시 송광사안길 100-0,역사관광,전라남도 순천시
34,삼성전자서비스/순천센터,전남 순천시 봉화로 279-0,쇼핑,전라남도 순천시
35,낙안민속자연휴양림,전남 순천시 민속마을길 1600-0,자연관광지,전라남도 순천시
36,화포해변,전남 순천시,자연관광지,전라남도 순천시
37,순천만국가정원/지구동문,전남 순천시 국가정원1호길 152-55,문화시설,전라남도 순천시
38,죽도봉공원,전남 순천시,자연관광지,전라남도 순천시
39,순천만국제습지센터,전남 순천시 국가정원1호길 47-0,기타관광,전라남도 순천시
40,골프존카운티순천,전남 순천시 행정1길 77-0,레포츠(육상/해상/항공),전라남도 순천시
41,파인힐스CC,전남 순천시 송광사길 99-0,레포츠(육상/해상/항공),전라남도 순천시
42,순천부영CC,전남 순천시,레포츠(육상/해상/항공),전라남도 순천시
43,청춘창고,전남 순천시 역전길 34-0,문화시설,전라남도 순천시
44,고릴라캠핑/순천점,전남 순천시 삼산로 224-0,쇼핑,전라남도 순천시
45,와온해변,전남 순천시,자연관광,전라남도 순천시
46,메가박스/순천,전남 순천시 충효로 15-0,공연/행사,전라남도 순천시
47,순천만생태문화교육원,전남 순천시 생태배움길 22-0,문화시설,전라남도 순천시
48,다이소/순천점,전남 순천시 연향3로 43-0,쇼핑,전라남도 순천시
49,CGV/순천,전남 순천시 장명로 22-0,공연/행사,전라남도 순천시
50,와온공원,전남 순천시 와온길 128-0,자연관광지,전라남도 순천시
51,다이소/순천신대점,전남 순천시 향매로 79-0,쇼핑,전라남도 순천시
52,순천시립연향도서관,전남 순천시 연향번영길 54-0,문화시설,전라남도 순천시
53,승주CC,전남 순천시 오실길 333-0,레포츠(육상/해상/항공),전라남도 순천시
54,순천만잡월드,전남 순천시,기타관광지,전라남도 순천시
55,순천만국가정원물빛축제,전남 순천시 국가정원1호길 47-0,문화관광,전라남도 순천시
56,다이소/순천풍덕점,전남 순천시 팔마로 197-6,쇼핑,전라남도 순천시
57,순천만달밤야시장,전남 순천시,쇼핑,전라남도 순천시
58,매곡동탐매축제정원축제,전남 순천시,기타관광지,전라남도 순천시
59,순천시민천문대,전남 순천시 순천만길 513-25,기타관광지,전라남도 순천시
60,조례호수공원,전남 순천시,문화관광,전라남도 순천시
61,상사호,전남 순천시,자연관광지,전라남도 순천시
