유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
부산광역시 사상구 , 부산광역시 부산진구,11.0,1
부산광역시 연제구 , 부산광역시 부산진구,10.1,1
부산광역시 남구 , 부산광역시 부산진구,9.7,1
부산광역시 해운대구 , 부산광역시 부산진구,9.2,1
부산광역시 동구 , 부산광역시 부산진구,8.5,1
부산광역시 동래구 , 부산광역시 부산진구,6.7,1
부산광역시 수영구 , 부산광역시 부산진구,6.3,1
부산광역시 강서구 , 부산광역시 부산진구,4.4,1
경상남도 김해시 , 부산광역시 부산진구,3.8,1
부산광역시 사하구 , 부산광역시 부산진구,3.6,1
부산광역시 북구 , 부산광역시 부산진구,3.5,1
부산광역시 금정구 , 부산광역시 부산진구,3.4,1
부산광역시 중구 , 부산광역시 부산진구,2.8,1
부산광역시 기장군 , 부산광역시 부산진구,2.8,1
경상남도 양산시 , 부산광역시 부산진구,2.3,1
부산광역시 서구 , 부산광역시 부산진구,2.3,1
부산광역시 영도구 , 부산광역시 부산진구,1.9,1
경상남도 창원시 성산구 , 부산광역시 부산진구,0.7,1
경상남도 창원시 진해구 , 부산광역시 부산진구,0.6,1
울산광역시 울주군 , 부산광역시 부산진구,0.6,1
 부산광역시 부산진구,부산광역시 해운대구,10.7,2
 부산광역시 부산진구,부산광역시 연제구,9.2,2
 부산광역시 부산진구,부산광역시 사상구,9.0,2
 부산광역시 부산진구,부산광역시 기장군,8.6,2
 부산광역시 부산진구,부산광역시 수영구,8.2,2
 부산광역시 부산진구,부산광역시 남구,8.0,2
 부산광역시 부산진구,부산광역시 동래구,6.6,2
 부산광역시 부산진구,부산광역시 동구,6.4,2
 부산광역시 부산진구,부산광역시 강서구,4.5,2
 부산광역시 부산진구,경상남도 김해시,4.2,2
 부산광역시 부산진구,경상남도 양산시,2.7,2
 부산광역시 부산진구,부산광역시 금정구,2.7,2
 부산광역시 부산진구,부산광역시 중구,2.7,2
 부산광역시 부산진구,부산광역시 북구,2.7,2
 부산광역시 부산진구,부산광역시 사하구,2.5,2
 부산광역시 부산진구,부산광역시 영도구,2.2,2
 부산광역시 부산진구,부산광역시 서구,1.6,2
 부산광역시 부산진구,경상남도 창원시 진해구,0.8,2
 부산광역시 부산진구,울산광역시 울주군,0.8,2
 부산광역시 부산진구,경상남도 창원시 성산구,0.7,2
