순위,업소명,주소,분류,합산 검색 수
1,냉수탕가든,부산 부산진구 가야공원로 107-0,외국식,24616
2,외식일번가부산본점,부산 부산진구 신천대로 222-0,한식,16497
3,쉐이크쉑서면점,부산 부산진구 중앙대로 672-0,간이음식,10755
4,맥도날드부산범전DT점,부산 부산진구 중앙대로 823-0,간이음식,9761
5,더스타뷔페,부산 부산진구 중앙대로666번길 50-0,외국식,8957
6,전포카페거리,부산 부산진구 전포대로209번길 26-0,기타음식,7967
7,더파티서면점,부산 부산진구 신천대로 252-0,외국식,6220
8,공원집,부산 부산진구 가야공원로 83-12,외국식,5191
9,청와정,부산 부산진구 동평로44번길 55-0,한식,5086
10,사미헌,부산 부산진구 서면문화로 19-0,한식,5043
11,맥도날드당감DT점,부산 부산진구 동평로 91-0,간이음식,5024
12,원조범일동매떡,부산 부산진구 골드테마길 52-2,간이음식,4955
13,원조개금밀면,부산 부산진구 가야대로482번길 9-4,한식,4934
14,서가네오리,부산 부산진구 가야공원로 83-33,외국식,4826
15,송정3대국밥,부산 부산진구 서면로68번길 33-0,한식,4737
16,희와제과,부산 부산진구 전포대로246번길 6-0,간이음식,4496
17,S서울깍뚜기전포동점,부산 부산진구 서전로 49-0,한식,3903
18,불끈낙지개금점,부산 부산진구 가야대로410번길 4-0,외국식,3558
19,세연정가야점 [한식],부산 부산진구 가야대로 554-0,한식,3445
20,맥도날드가야점,부산 부산진구 가야대로 607-0,간이음식,3416
21,스타벅스서면전포역점,부산 부산진구 전포대로199번길 27-0,카페/찻집,3369
22,늘해랑,부산 부산진구 중앙대로928번길 12-0,한식,3321
23,홍유단[중식],부산 부산진구 부전로 34-0,외국식,3314
24,춘하추동,부산 부산진구 서면문화로 48-1,한식,3284
25,갈비곳간,부산 부산진구 서면문화로 32-0,한식,3259
26,아웃백스테이크하우스서면점,부산 부산진구 중앙대로 672-0,외국식,3148
27,해신킹크랩대게,부산 부산진구 전포대로275번길 65-0,외국식,3135
28,아시오,부산 부산진구 월드컵대로472번길 1-0,카페/찻집,3055
29,스타벅스부산개금역점,부산 부산진구 가야대로 462-1,카페/찻집,3042
30,더파티범일점,부산 부산진구 자유평화로 11-0,외국식,3039
31,칸다소바[일식],부산 부산진구 동천로 105-0,외국식,2970
32,맛찬들왕소금구이서면점,부산 부산진구 중앙대로691번가길 24-3,한식,2933
33,스페이스앤무드,부산 부산진구 새싹로 22-1,카페/찻집,2876
34,맥도날드초읍DT점,부산 부산진구 성지로 152-0,간이음식,2803
35,구프,부산 부산진구 동성로 25-0,카페/찻집,2791
36,스타벅스동의대역점,부산 부산진구 가야대로 589-0,카페/찻집,2599
37,정동진해물탕해물찜,부산 부산진구 서면문화로 37-0,한식,2584
38,양정기사식당,부산 부산진구 중앙대로970번길 38-0,한식,2545
39,스타벅스양정역점,부산 부산진구 중앙대로 894-0,카페/찻집,2478
40,문화양곱창,부산 부산진구 가야대로784번길 56-8,외국식,2464
41,춘하추동밀면서면본점,부산 부산진구 서면문화로 48-1,한식,2335
42,두번째늘해랑,부산 부산진구 양지로5번길 28-0,한식,2316
43,스콜,부산 부산진구 서면문화로 32-0,외국식,2261
44,시민냉면,부산 부산진구 당감로64번길 16-0,한식,2177
45,맥도날드서면3호점,부산 부산진구 중앙대로692번길 33-0,간이음식,2089
46,가야정본점,부산 부산진구 가야대로 527-0,한식,2084
47,그린하노이양정점,부산 부산진구 양성로 98-0,외국식,2074
48,초함[한식],부산 부산진구 성지로 101-0,한식,1988
