기준연월,지역명,방문자 수
202108,경기도 하남시 ,4663505.0
202110,경기도 하남시 ,5040075.0
202109,경기도 하남시 ,4869632.0
202111,경기도 하남시 ,4421114.0
202112,경기도 하남시 ,4391007.0
202201,경기도 하남시 ,4385775.0
202202,경기도 하남시 ,3710156.0
202203,경기도 하남시 ,4205384.0
202204,경기도 하남시 ,5021918.0
202205,경기도 하남시 ,5089178.0
202206,경기도 하남시 ,4739289.0
202207,경기도 하남시 ,5201980.0
