유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
서울특별시 강동구 , 경기도 하남시,20.7,1
서울특별시 송파구 , 경기도 하남시,14.0,1
경기도 남양주시 , 경기도 하남시,12.4,1
서울특별시 강남구 , 경기도 하남시,5.4,1
경기도 광주시 , 경기도 하남시,4.5,1
경기도 구리시 , 경기도 하남시,3.4,1
경기도 성남시 수정구 , 경기도 하남시,3.1,1
서울특별시 광진구 , 경기도 하남시,3.0,1
경기도 양평군 , 경기도 하남시,2.5,1
경기도 성남시 분당구 , 경기도 하남시,2.0,1
서울특별시 중랑구 , 경기도 하남시,1.9,1
서울특별시 서초구 , 경기도 하남시,1.8,1
서울특별시 성동구 , 경기도 하남시,1.6,1
서울특별시 동대문구 , 경기도 하남시,1.3,1
서울특별시 노원구 , 경기도 하남시,1.3,1
경기도 성남시 중원구 , 경기도 하남시,1.1,1
경기도 의정부시 , 경기도 하남시,1.0,1
경기도 가평군 , 경기도 하남시,1.0,1
경기도 이천시 , 경기도 하남시,1.0,1
서울특별시 성북구 , 경기도 하남시,0.8,1
 경기도 하남시,경기도 남양주시,16.2,2
 경기도 하남시,서울특별시 송파구,15.0,2
 경기도 하남시,서울특별시 강동구,11.0,2
 경기도 하남시,서울특별시 강남구,6.1,2
 경기도 하남시,경기도 광주시,5.1,2
 경기도 하남시,경기도 양평군,3.7,2
 경기도 하남시,경기도 성남시 수정구,3.7,2
 경기도 하남시,경기도 성남시 분당구,2.2,2
 경기도 하남시,서울특별시 광진구,2.1,2
 경기도 하남시,경기도 구리시,2.0,2
 경기도 하남시,서울특별시 서초구,1.8,2
 경기도 하남시,서울특별시 중구,1.4,2
 경기도 하남시,경기도 이천시,1.3,2
 경기도 하남시,경기도 여주시,1.3,2
 경기도 하남시,경기도 가평군,1.2,2
 경기도 하남시,강원도 춘천시,1.1,2
 경기도 하남시,서울특별시 성동구,0.9,2
 경기도 하남시,서울특별시 용산구,0.9,2
 경기도 하남시,경기도 용인시 기흥구,0.8,2
 경기도 하남시,경기도 의정부시,0.8,2
