연령대,남성방문 비율,여성방문 비율
70세 이상,1.9,2.3
60~69세,3.9,5.0
50~59세,5.4,6.5
40~49세,5.8,5.7
30~39세,9.7,9.0
20~29세,15.7,22.4
10~19세,2.7,3.5
