연령대,남성방문 비율,여성방문 비율
70세 이상,3.0,2.6
60~69세,8.3,7.8
50~59세,10.2,10.5
40~49세,10.4,8.9
30~39세,9.2,8.9
20~29세,6.6,6.2
10~19세,3.0,2.5
