순위,업소명,주소,분류,외지인 검색 수
1,영미오리탕,광주 북구 경양로 126-0,한식,10185
2,반헤이브,광주 북구 용전마을길 23-6,카페/찻집,7446
3,맥도날드전남대DT점,광주 북구 우치로 134-0,간이음식,6207
4,스타벅스광주용두DT점,광주 북구 임방울대로 1016-0,카페/찻집,6062
5,스타벅스광주신안DT점,광주 북구 서암대로 93-0,카페/찻집,6007
6,스타벅스동광주DT점,광주 북구 동문대로 148-0,카페/찻집,5803
7,카페얼씨,광주 북구 송강로 49-0,카페/찻집,5789
8,맥도날드광주첨단DT점,광주 북구 임방울대로 1048-0,간이음식,5769
9,탱고아구찜,광주 북구 설죽로471번길 12-0,한식,5594
10,스타벅스광주연제DT점,광주 북구 양일로18번길 2-0,카페/찻집,5444
11,문라이즈531,광주 북구 삼소로 352-0,카페/찻집,4308
12,맥도날드광주동림DT점,광주 북구 하남대로 635-0,간이음식,4268
13,용전식육식당,광주 북구 용전마을길 28-0,한식,4157
14,밤실마을,광주 북구 밤실로 163-9,한식,3990
15,김연수해물나라,광주 북구 모룡대길 47-0,외국식,3951
16,대성콩물중흥본점,광주 북구 제봉로 272-0,한식,3780
17,차차룸,광주 북구 일곡택지로99번길 33-0,외국식,3459
18,라라브레드양산점,광주 북구 하서로 498-0,간이음식,3440
18,황솔촌운암점,광주 북구 북문대로 167-0,한식,3440
20,스타벅스광주매곡DT점,광주 북구 설죽로 339-0,카페/찻집,3377
21,옥천면옥,광주 북구 무등로 144-0,한식,3276
22,백년한우,광주 북구 연양로67번길 5-0,한식,3126
23,진식당1호점,광주 북구 중흥로 88-0,한식,3114
24,스타벅스광주두암타운점,광주 북구 삼정로 4-0,카페/찻집,3070
25,원조나주곰탕하얀집운암점,광주 북구 북문대로 160-0,한식,2958
26,초유지,광주 북구 하서로523번길 11-0,한식,2800
27,버거킹전남대후문점,광주 북구 우치로 76-0,간이음식,2785
28,넓으실[한식],광주 북구 대촌길6번길 20-6,한식,2742
29,파스쿠찌첨단리버사이드DT점,광주 북구 임방울대로 945-0,카페/찻집,2702
30,오늘부터애간장,광주 북구 일곡마을로 121-0,외국식,2687
31,스타벅스광주용봉점,광주 북구 저불로 45-0,카페/찻집,2625
32,맥도날드용봉DT점,광주 북구 설죽로 289-0,간이음식,2624
33,맥도날드광주운암DT점,광주 북구 북문대로187번길 2-0,간이음식,2621
34,궁전제과운암점,광주 북구 서강로54번길 40-0,간이음식,2618
35,꽃담샤브,광주 북구 첨단연신로 97-0,외국식,2610
36,상무초밥용봉직영점,광주 북구 설죽로 211-0,외국식,2500
37,궁전제과두암점,광주 북구 동문대로 92-0,간이음식,2100
