연령대,남성방문 비율,여성방문 비율
70세 이상,5.3,3.4
60~69세,10.1,6.5
50~59세,13.5,9.5
40~49세,10.4,6.4
30~39세,6.5,3.5
20~29세,7.5,4.1
10~19세,2.9,10.0
