순위,업소명,주소,분류,외지인 검색 수
1,방이맛골,서울 송파구,기타음식,33171
2,맥도날드송파잠실DT점,서울 송파구 도곡로 434-0,간이음식,31775
3,청와옥올림픽공원점,서울 송파구 위례성대로 48-0,한식,22583
4,카페노티드잠실,서울 송파구 백제고분로45길 3-0,카페/찻집,21206
5,스타벅스송파나루역DT점,서울 송파구 오금로 142-0,카페/찻집,20512
6,봉피양방이점,서울 송파구 양재대로71길 1-4,한식,19781
7,아웃백스테이크하우스잠실점,서울 송파구 송파대로 466-0,외국식,16920
8,스타벅스송파방이DT점,서울 송파구 오금로 241-0,카페/찻집,15588
9,군산오징어본점,서울 송파구 삼학사로 101-0,외국식,14931
10,함경도찹쌀순대,서울 송파구 송파대로28길 32-0,한식,14861
11,유천냉면본점,서울 송파구 강동대로3길 22-0,한식,14772
12,경복궁방이점 [한식],서울 송파구 올림픽로 348-0,한식,13797
13,스타벅스송파마천사거리DT점,서울 송파구 거마로 78-0,카페/찻집,12515
14,맥도날드가락DT점,서울 송파구 동남로 196-0,간이음식,12084
15,해주냉면,서울 송파구 백제고분로7길 8-16,한식,11256
16,산들해송파점 [한식],서울 송파구 위례성대로 6-0,한식,10501
17,청와옥석촌호수점,서울 송파구 삼학사로 96-0,한식,10416
18,툇마루밥상[한식],서울 송파구 송파대로22길 11-0,한식,10138
19,몽중헌방이점 [중식],서울 송파구 위례성대로 10-0,외국식,9836
20,버거킹위례신도시GS점,서울 송파구 위례중앙로 43-0,간이음식,9747
21,오발탄송파본점,서울 송파구 위례성대로 206-0,외국식,9434
22,벽제갈비방이본점,서울 송파구 양재대로71길 1-4,한식,9328
23,파리크라상올림픽공원키친점,서울 송파구 올림픽로 424-0,간이음식,9125
24,쿠우쿠우송파하비오점,서울 송파구 송파대로 111-0,외국식,9028
25,본가설렁탕,서울 송파구 석촌호수로 204-0,한식,8968
26,몽중헌문정점,서울 송파구 새말로5길 31-0,외국식,8801
27,애슐리퀸즈잠실롯데캐슬점,서울 송파구 올림픽로 269-0,외국식,8282
28,주은감자탕,서울 송파구 삼학사로 71-0,한식,8264
29,다운타우너잠실,서울 송파구 백제고분로45길 3-0,간이음식,8257
30,맥도날드위례신도시점,서울 송파구 위례광장로 290-0,간이음식,7979
31,라세느롯데호텔월드,서울 송파구 올림픽로 240-0,외국식,7718
32,골목떡볶이,서울 송파구 문정로1길 33-0,간이음식,7588
33,엔제리너스석촌호수DI점,서울 송파구 석촌호수로 224-0,카페/찻집,7397
34,늘푸른목장잠실본점,서울 송파구 백제고분로9길 34-0,한식,7263
35,더퍼스트클래스파티하우스송파문정점,서울 송파구 법원로 127-0,외국식,6582
36,오모리찌개잠실본점,서울 송파구 송파대로 471-0,한식,6357
37,오향가가락본점,서울 송파구 송이로 106-0,외국식,6128
38,잠수교집3호점,서울 송파구 송파대로49길 51-0,한식,6024
39,놀부유황오리잠실점,서울 송파구 오금로 131-0,외국식,5740
40,프로퍼커피바,서울 송파구 위례성대로22길 6-0,카페/찻집,5647
41,황도바지락칼국수,서울 송파구 백제고분로 358-0,한식,5576
42,동방명주[중식],서울 송파구 백제고분로 2-0,외국식,5294
