연령대,남성방문 비율,여성방문 비율
70세 이상,3.1,1.8
60~69세,11.5,7.3
50~59세,13.1,9.3
40~49세,11.5,8.1
30~39세,10.6,7.1
20~29세,6.5,5.2
10~19세,2.2,1.5
