연령대,남성방문 비율,여성방문 비율
70세 이상,3.6,2.7
60~69세,9.1,8.3
50~59세,10.7,10.7
40~49세,9.9,8.2
30~39세,8.5,7.9
20~29세,7.2,6.3
10~19세,3.0,2.3
