유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
전라남도 해남군 , 전라남도 완도군,23.4,1
전라남도 강진군 , 전라남도 완도군,11.4,1
전라남도 영암군 , 전라남도 완도군,6.1,1
전라남도 목포시 , 전라남도 완도군,5.1,1
광주광역시 광산구 , 전라남도 완도군,4.4,1
전라남도 나주시 , 전라남도 완도군,3.9,1
전라남도 무안군 , 전라남도 완도군,3.2,1
전라남도 장흥군 , 전라남도 완도군,2.9,1
광주광역시 서구 , 전라남도 완도군,2.7,1
전라남도 함평군 , 전라남도 완도군,2.3,1
전라남도 보성군 , 전라남도 완도군,2.2,1
광주광역시 북구 , 전라남도 완도군,2.1,1
전라남도 순천시 , 전라남도 완도군,1.7,1
광주광역시 남구 , 전라남도 완도군,1.7,1
전라남도 진도군 , 전라남도 완도군,1.7,1
전라북도 고창군 , 전라남도 완도군,1.6,1
전라북도 군산시 , 전라남도 완도군,1.1,1
전라남도 광양시 , 전라남도 완도군,1.1,1
전라남도 여수시 , 전라남도 완도군,1.0,1
광주광역시 동구 , 전라남도 완도군,0.7,1
 전라남도 완도군,전라남도 해남군,28.7,2
 전라남도 완도군,전라남도 강진군,19.0,2
 전라남도 완도군,전라남도 목포시,10.1,2
 전라남도 완도군,전라남도 장흥군,4.5,2
 전라남도 완도군,전라남도 나주시,4.1,2
 전라남도 완도군,전라남도 무안군,4.0,2
 전라남도 완도군,전라남도 영암군,3.1,2
 전라남도 완도군,전라남도 진도군,2.9,2
 전라남도 완도군,광주광역시 광산구,2.4,2
 전라남도 완도군,전라남도 여수시,2.3,2
 전라남도 완도군,광주광역시 서구,2.3,2
 전라남도 완도군,전라남도 보성군,1.8,2
 전라남도 완도군,전라남도 순천시,1.7,2
 전라남도 완도군,광주광역시 북구,1.4,2
 전라남도 완도군,광주광역시 남구,1.3,2
 전라남도 완도군,전라남도 고흥군,0.8,2
 전라남도 완도군,전라남도 담양군,0.5,2
 전라남도 완도군,광주광역시 동구,0.5,2
 전라남도 완도군,전라북도 군산시,0.5,2
 전라남도 완도군,인천광역시 중구,0.5,2
