기준연월,지역명,검색량(건)
202108,전라남도 완도군 ,1867
202109,전라남도 완도군 ,2196
202110,전라남도 완도군 ,2255
202111,전라남도 완도군 ,2642
202112,전라남도 완도군 ,686
202201,전라남도 완도군 ,854
202202,전라남도 완도군 ,660
202203,전라남도 완도군 ,569
202204,전라남도 완도군 ,420
202205,전라남도 완도군 ,846
202206,전라남도 완도군 ,1693
202207,전라남도 완도군 ,508
