순위,관광지명,주소,분류
1,선운사,전북 고창군 선운사로 250-0,역사관광지
2,고창읍성,전북 고창군,역사관광지
3,구시포해수욕장,전북 고창군,자연관광지
4,동호해수욕장,전북 고창군 구동호1길 17-9,자연관광지
5,학원농장,전북 고창군 학원농장길 158-6,레포츠(육상/해상/항공)
6,선운산도립공원,전북 고창군 선운사로 158-6,자연관광지
7,고창고인돌박물관,전북 고창군 고인돌공원길 74-0,문화시설
8,선운사,전북 고창군 선운사로 250-0,역사관광
9,하나로마트/고창농협,전북 고창군 성산로 22-0,쇼핑
10,고창청보리밭축제,전북 고창군 학원농장길 158-6,기타관광지
11,고창읍성,전북 고창군,역사관광
12,고창고인돌군,전북 고창군,역사관광지
13,고창운곡람사르습지자연생태공원,전북 고창군 운곡서원길 362-0,자연관광지
14,고창전통시장,전북 고창군 시장안길 26-0,쇼핑
15,고창청보리밭축제,전북 고창군 학원농장길 158-6,문화관광
16,꽃객프로젝트,전북 고창군 복분자로 307-0,휴양관광지
17,동호해수욕장,전북 고창군 구동호1길 17-9,자연관광
18,구시포해수욕장,전북 고창군,자연관광
19,청농원,전북 고창군 청천길 41-27,기타관광지
20,청농원,전북 고창군 청천길 41-27,체험관광
21,석정온천휴스파,전북 고창군 석정2로 173-0,휴양관광지
22,학원농장,전북 고창군 학원농장길 158-6,체험관광
23,고창핑크뮬리축제,전북 고창군 복분자로 307-0,기타관광지
24,고창고인돌박물관,전북 고창군 고인돌공원길 74-0,문화관광
25,선운산도립공원,전북 고창군 선운사로 158-6,자연관광
26,고창CC,전북 고창군 애향갯벌로 70-0,레포츠(육상/해상/항공)
27,석정힐CC,전북 고창군 석정2로 192-0,레포츠(육상/해상/항공)
28,문수사,전북 고창군 칠성길 135-0,역사관광지
29,골프존카운티선운,전북 고창군 운곡로 418-0,레포츠(육상/해상/항공)
30,고인돌공원,전북 고창군 고인돌공원길 74-0,역사관광지
31,고창무장현관아와읍성,전북 고창군,역사관광지
32,책마을해리,전북 고창군 월봉성산길 88-0,문화시설
33,구시포항,전북 고창군,자연관광지
34,명사십리해변,전북 고창군 명사십리로 0-0,자연관광지
35,고창운곡람사르습지자연생태공원,전북 고창군 운곡서원길 362-0,문화관광
36,다이소/고창점,전북 고창군 중앙로 200-0,쇼핑
37,고창읍성한옥마을,전북 고창군 동리로 128-0,기타관광지
38,석정온천휴스파,전북 고창군 석정2로 173-0,체험관광
39,동호항,전북 고창군 구동호2길 0-0,자연관광지
40,원마트,전북 고창군 성산8길 28-0,쇼핑
41,고창무장현관아와읍성,전북 고창군,역사관광
42,고창고인돌군,전북 고창군,역사관광
43,고창해안도로,전북 고창군,기타관광지
44,고창CC,전북 고창군 애향갯벌로 70-0,레저스포츠
45,서해안바람공원,전북 고창군,자연관광지
46,하나로마트/상하농협,전북 고창군 상하로 58-0,쇼핑
47,만돌갯벌체험학습장,전북 고창군 애향갯벌로 320-0,기타관광지
48,만돌갯벌체험학습장,전북 고창군 애향갯벌로 320-0,체험관광
49,고인돌공원,전북 고창군 고인돌공원길 74-0,역사관광
50,상하베리마을축제,전북 고창군 왕재길 65-61,기타관광지
51,고창문수사단풍나무숲,전북 고창군,기타관광지
52,하나로마트/해리농협심원점,전북 고창군 심원로 199-0,쇼핑
