동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
480,3268,기타가족,남매_가족_오빠,미식,맛집_호빵_계란말이
479,2371,학생,고딩_중딩_초등학생,자연경관,시골_갯벌_습지
225,1689,연인,애인_여친_커플,레포츠/운동,캠핑_헬스장_테마파크
71,1208,회사동료,대리_직원_차장,휴식/힐링,나들이_북캉스_가을여행
54,405,부모님,어머니_부모님_아빠,문화예술,광장_박물관_촬영지
51,269,자녀,아들_딸_학생,역사유적,유네스코_세계문화유산_한옥마을
15,33,배우자,아내_와이프_집사람,체험,갯벌체험_템플스테이_한옥스테이
9,32,싱글,혼자_싱글,반려동물,유기견_동물_반려동물
5,0,친구,친구_지인,,
