기준연월,지역명,검색량(건)
202108,충청남도 태안군 ,4534
202109,충청남도 태안군 ,3999
202110,충청남도 태안군 ,4501
202111,충청남도 태안군 ,4216
202112,충청남도 태안군 ,1266
202201,충청남도 태안군 ,1071
202202,충청남도 태안군 ,521
202203,충청남도 태안군 ,797
202204,충청남도 태안군 ,479
202205,충청남도 태안군 ,910
202206,충청남도 태안군 ,858
202207,충청남도 태안군 ,1060
