동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
110,290,연인,커플_남자친구,미식,커피_차_떡볶이,한강시민공원잠원지구(잠원한강공원)
21,238,기타가족,오빠_언니_엄마,휴식/힐링,피크닉_차크닉_힐링,한강시민공원잠원지구(잠원한강공원)
15,25,친구,친구,자연경관,공원_바다_정원,한강시민공원잠원지구(잠원한강공원)
2,17,부모님,아빠,문화예술,아트센터_갤러리,한강시민공원잠원지구(잠원한강공원)
2,8,배우자,남편,역사유적,다리,한강시민공원잠원지구(잠원한강공원)
0,4,,,레포츠/운동,수영장_캠핑,한강시민공원잠원지구(잠원한강공원)
