연령대,남성방문 비율,여성방문 비율
70세 이상,8.1,6.8
60~69세,16.8,9.4
50~59세,13.3,7.8
40~49세,10.0,5.3
30~39세,7.0,3.5
20~29세,4.3,2.4
10~19세,1.7,3.5
