업종대분류명,업종중분류명,중분류 소비액
쇼핑업,레저용품쇼핑,4.791293658E9
쇼핑업,대형쇼핑몰,7.53148618E9
쇼핑업,관광기념품,2.158872E7
숙박업,캠핑장/펜션,3917600.0
숙박업,기타숙박,3.150164785E9
식음료업,식음료,3.0916010699E10
여가서비스업,골프장,1.572316513E9
여가서비스업,기타레저,5.4481369E8
여가서비스업,문화서비스,3.28224779E8
여가서비스업,관광유원시설,2046400.0
여행업,여행업,2500000.0
운송업,육상운송,3.1802656E7
운송업,렌터카,1.944782E7
