순위,관광지명,주소,분류,외지인 검색 수
1,LF스퀘어광양점,전남 광양시 순광로 466-0,쇼핑몰,64950
2,광양청매실농원,전남 광양시 지막1길 55-0,농/산/어촌체험,13764
3,호텔락희전남광양점,전남 광양시 항만9로 97-0,호텔,11600
4,광양매화축제,전남 광양시 지막1길 55-0,기타문화관광지,10630
5,배알도해변공원,전남 광양시,도시공원,10122
6,중마시장,전남 광양시 중마중앙로 88-0,시장,8261
7,백운산자연휴양림,전남 광양시 백계로 337-0,자연공원,6484
8,전남도립미술관,전남 광양시 순광로 680-4,전시시설,6438
9,광양와인동굴,전남 광양시 강정길 33-0,자연생태,5494
10,구봉산전망대,전남 광양시 구봉산전망대길 155-0,랜드마크관광,4670
11,망덕포구,전남 광양시 망덕길 171-0,자연경관(하천/해양),4462
12,광양항컨테이너부두,전남 광양시,자연경관(하천/해양),4404
13,몰오브광양,전남 광양시 금호로 26-0,쇼핑몰,4009
14,해비치호텔,전남 광양시 항만9로 113-0,호텔,3884
15,하버브릿지호텔,전남 광양시 항만12로 15-0,호텔,3628
16,광양5일시장,전남 광양시 백운로 3-0,시장,3030
17,전남드래곤즈축구전용구장,전남 광양시 백운로 1641-0,레저스포츠시설,2946
18,광양CC,전남 광양시 가야로 223-0,육상레저스포츠,2889
19,광양항,전남 광양시,자연경관(하천/해양),2417
20,하포일반부두,전남 광양시 컨부두로 460-0,자연경관(하천/해양),2271
21,굿데이호텔,전남 광양시 오류5길 58-0,모텔,2130
22,광양뉴스카이무인호텔,전남 광양시 항만9로 117-0,호텔,2095
23,호텔디바인광양점,전남 광양시 항만12로 24-0,모텔,2072
24,초이스모텔,전남 광양시 등논1길 7-3,모텔,2067
25,백운아트홀,전남 광양시 금호로 215-0,공연시설,2040
26,어치계곡,전남 광양시,자연경관(산),1976
27,라곰호텔,전남 광양시 오류4길 30-0,모텔,1925
28,리츠무인모텔,전남 광양시 오류6길 20-0,모텔,1892
29,옥곡시장,전남 광양시 큰골1길 2-26,시장,1859
30,CGV광양엘에프스퀘어,전남 광양시 순광로 466-0,공연시설,1793
31,제품부두,전남 광양시 제철로 1655-426,교통시설,1754
32,세븐브릭스호텔,전남 광양시 회암길 28-0,모텔,1679
33,놀호텔,전남 광양시 광장로 148-7,호텔,1674
34,호텔자바,전남 광양시 중동로 98-0,모텔,1643
35,백운쇼핑센터,전남 광양시 폭포사랑길 99-0,쇼핑몰,1600
36,배알도해수욕장캠핑장,전남 광양시 명당길 88-0,캠핑,1556
37,동곡계곡,전남 광양시,자연경관(산),1555
38,J무인텔,전남 광양시 예구10길 61-0,모텔,1552
39,닉스모텔,전남 광양시 항만12로 11-0,모텔,1525
40,포스코백운산수련원,전남 광양시 약수제단길 154-0,육상레저스포츠,1408
41,CGV광양,전남 광양시 금호로 26-0,공연시설,1184
