순위,관광지명,주소,분류,
1,고운사,경북 의성군 고운사길 415-0,역사관광지,경상북도 의성군
2,의성전통시장,경북 의성군 전통시장2길 7-4,쇼핑,경상북도 의성군
3,의성조문국박물관,경북 의성군 초전1길 83-0,문화시설,경상북도 의성군
4,빙계계곡,경북 의성군,자연관광지,경상북도 의성군
5,경덕왕릉,경북 의성군 동부로 2545-0,역사관광지,경상북도 의성군
6,파라지오CC,경북 의성군 농공마전길 167-0,레포츠(육상/해상/항공),경상북도 의성군
7,산운생태공원,경북 의성군 수정사길 19-0,자연관광지,경상북도 의성군
8,의성조문국박물관,경북 의성군 초전1길 83-0,문화관광,경상북도 의성군
9,엠스클럽의성CC,경북 의성군 농공마전길 125-78,레포츠(육상/해상/항공),경상북도 의성군
10,의성산수유마을꽃맞이행사,경북 의성군 산수유2길 2-0,기타관광지,경상북도 의성군
11,고운사,경북 의성군 고운사길 415-0,역사관광,경상북도 의성군
12,의성금성면고분군,경북 의성군,역사관광지,경상북도 의성군
13,빙계계곡,경북 의성군,자연관광,경상북도 의성군
14,의성사촌마을,경북 의성군,역사관광지,경상북도 의성군
15,의성점곡계곡,경북 의성군,자연관광지,경상북도 의성군
16,경덕왕릉,경북 의성군 동부로 2545-0,역사관광,경상북도 의성군
17,의성탑리리오층석탑,경북 의성군 오층석탑길 5-3,역사관광지,경상북도 의성군
18,금봉자연휴양림,경북 의성군 휴양림길 114-0,자연관광지,경상북도 의성군
19,하나로마트/안계농협본점,경북 의성군 안계길 113-0,쇼핑,경상북도 의성군
20,경덕왕릉의성조문국사적지,경북 의성군,역사관광,경상북도 의성군
21,의성종합운동장,경북 의성군 충효로 88-0,기타관광지,경상북도 의성군
22,하나로마트/의성농협,경북 의성군 중앙길 6-0,쇼핑,경상북도 의성군
23,의성IC낚시,경북 의성군,레포츠(육상/해상/항공),경상북도 의성군
24,달빛공원,경북 의성군,자연관광지,경상북도 의성군
25,탑산약수온천,경북 의성군 도리원2길 88-42,휴양관광지,경상북도 의성군
26,의성사촌리가로숲,경북 의성군,역사관광지,경상북도 의성군
27,다이소/의성점,경북 의성군 군청길 9-0,쇼핑,경상북도 의성군
28,산운생태공원,경북 의성군 수정사길 19-0,문화관광,경상북도 의성군
29,주월사,경북 의성군 양지실업길 115-0,역사관광지,경상북도 의성군
