연령대,남성방문 비율,여성방문 비율
70세 이상,2.1,2.0
60~69세,6.9,5.8
50~59세,11.7,10.9
40~49세,10.3,8.5
30~39세,7.6,6.5
20~29세,10.3,10.3
10~19세,3.0,3.3
