연령대,남성방문 비율,여성방문 비율
70세 이상,2.9,2.6
60~69세,13.9,12.4
50~59세,13.2,16.1
40~49세,7.3,8.6
30~39세,4.5,6.3
20~29세,4.0,3.5
10~19세,1.9,1.6
