순위,관광지명,주소,분류
1,월류봉,충북 영동군,자연관광지
2,영동와인터널,충북 영동군 영동힐링로 30-0,기타관광지
3,반야사,충북 영동군 백화산로 652-0,역사관광지
4,옥계폭포,충북 영동군,자연관광지
5,영동재래시장,충북 영동군 영동시장2길 10-1,쇼핑
6,송호국민관광지,충북 영동군 송호로 105-0,기타관광지
7,강선대,충북 영동군 봉곡3길 0-0,기타관광지
8,영국사,충북 영동군 영국동길 225-35,역사관광지
9,영동와인터널,충북 영동군 영동힐링로 30-0,기타관광
10,노근리평화공원,충북 영동군 목화실길 7-0,자연관광지
11,월류봉,충북 영동군,자연관광
12,월류봉광장,충북 영동군 원촌동1길 47-0,자연관광지
13,반야사,충북 영동군 백화산로 652-0,역사관광
14,하나로마트/영동농협,충북 영동군 난계로 1194-0,쇼핑
15,옥계폭포,충북 영동군,자연관광
16,월류봉둘레길/여울소리길,충북 영동군,레포츠(육상/해상/항공)
17,민주지산자연휴양림,충북 영동군 휴양림길 60-0,자연관광지
18,노근리평화공원,충북 영동군 목화실길 7-0,문화관광
19,물한계곡,충북 영동군,자연관광지
20,레인보우식물원,충북 영동군 영동힐링로 241-42,휴양관광지
21,과일나라테마공원,충북 영동군 산익길 66-15,기타관광지
22,천태산,충북 영동군,자연관광지
23,하나로마트/황간농협본점,충북 영동군 황간로 41-0,쇼핑
24,월류봉광장,충북 영동군 원촌동1길 47-0,문화관광
25,강선대,충북 영동군 봉곡3길 0-0,역사관광
26,영국사,충북 영동군 영국동길 225-35,역사관광
27,송호국민관광지,충북 영동군 송호로 105-0,문화관광
28,다이소/영동점,충북 영동군 계산로 41-0,쇼핑
29,과일나라테마공원,충북 영동군 영동힐링로 248-0,기타관광
30,과일나라테마공원,충북 영동군 영동힐링로 248-0,기타관광지
31,추풍령급수탑,충북 영동군 추풍령로 447-0,기타관광
32,하나로마트/영동농협역전점,충북 영동군 계산로 88-0,쇼핑
33,도마령,충북 영동군,자연관광지
34,레인보우식물원,충북 영동군 영동힐링로 241-42,문화관광
35,양산팔경금강둘레길,충북 영동군,레포츠(육상/해상/항공)
36,영동전통시장,충북 영동군 영동시장2길 10-1,쇼핑
