동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
3,28,기타가족,이모_동생,미식,마늘_고구마_오징어,추도
0,22,,,자연경관,섬_바다_등산로,추도
0,7,,,레포츠/운동,낚시_트레킹,추도
0,1,,,역사유적,교회,추도
